	4	0	0	-0.839  -0.443
	4	0	1	-0.430  -0.025
	4	0	2	-0.029   0.373	
	4	0	3	 0.385   0.770
	4	1	0	-0.819  -0.399
	4	1	1	-0.393   0.028
	4	1	2	 0.031   0.447
	4	1	3	 0.456   0.858
	4	2	0	-0.818  -0.434
	4	2	1	-0.426  -0.027   	
	4	2	2	-0.026   0.375
	4	2	3	 0.388   0.785
	4	3	0	-0.810  -0.418 
	4	3	1	-0.403  -0.002
	4	3	2	-0.009   0.390
	4	3	3	 0.399   0.797
	5	0	0	-0.839  -0.443
	5	0	1	-0.430  -0.025
	5	0	2	-0.029   0.373	
	5	0	3	 0.385   0.770
	5	1	0	-0.819  -0.399
	5	1	1	-0.393   0.028
	5	1	2	 0.031   0.447
	5	1	3	 0.456   0.858
	5	2	0	-0.818  -0.434
	5	2	1	-0.426  -0.027   	
	5	2	2	-0.026   0.375
	5	2	3	 0.388   0.785
	5	3	0	-0.810  -0.418 
	5	3	1	-0.403  -0.002
	5	3	2	-0.009   0.390
	5	3	3	 0.399   0.797
	6	0	0	-0.844  -0.436
	6	0	1	-0.431  -0.024
	6	0	2	-0.019   0.387	
	6	0	3	 0.400   0.781
	6	1	0	-0.832  -0.425
	6	1	1	-0.425  -0.015
	6	1	2	-0.013   0.391
	6	1	3	 0.405   0.785
	6	2	0	-0.908  -0.519
	6	2	1	-0.504  -0.081	
	6	2	2	-0.076   0.343
	6	2	3	 0.359   0.774
	6	3	0	-0.829  -0.443 
	6	3	1	-0.431  -0.023
	6	3	2	-0.021   0.385
	6	3	3	 0.394   0.801
	7	0	0	-0.811  -0.394
	7	0	1	-0.393   0.032
	7	0	2	 0.035   0.445	
	7	0	3	 0.455   0.841
	7	1	0	-0.847  -0.445
	7	1	1	-0.431  -0.028
	7	1	2	-0.028   0.373
	7	1	3	 0.384   0.762
	7	2	0	-0.824  -0.447
	7	2	1	-0.438  -0.036	
	7	2	2	-0.032   0.369
	7	2	3	 0.379   0.780
	7	3	0	-0.905  -0.513 
	7	3	1	-0.503  -0.076
	7	3	2	-0.077   0.336
	7	3	3	 0.343   0.761
	8	0	0	-0.838  -0.433
	8	0	1	-0.428  -0.024
	8	0	2	-0.022   0.377	
	8	0	3	 0.387   0.769
	8	1	0	-0.826  -0.401
	8	1	1	-0.396   0.020
	8	1	2	 0.022   0.441
	8	1	3	 0.449   0.843
	8	2	0	-0.821  -0.428
	8	2	1	-0.422  -0.019	
	8	2	2	-0.016   0.386
	8	2	3	 0.393   0.794
	8	3	0	-0.820  -0.427 
	8	3	1	-0.418  -0.008
	8	3	2	-0.015   0.386
	8	3	3	 0.397   0.794
	9	0	0	-0.802  -0.398
	9	0	1	-0.389   0.022
	9	0	2	 0.024   0.434	
	9	0	3	 0.443   0.843
	9	1	0	-0.850  -0.445
	9	1	1	-0.441  -0.039
	9	1	2	-0.037   0.363
	9	1	3	 0.372   0.768
	9	2	0	-0.819  -0.430 
	9	2	1	-0.427  -0.029	
	9	2	2	-0.030   0.370
	9	2	3	 0.381   0.785
	9	3	0	-0.892  -0.492 
	9	3	1	-0.480  -0.066
	9	3	2	-0.066   0.346
	9	3	3	 0.357   0.772
	10	0	0	-0.718  -0.344
	10	0	1	-0.332   0.038
	10	0	2	 0.032   0.399	
	10	0	3	 0.416   0.768
	10	1	0	-0.750  -0.385
	10	1	1	-0.376  -0.013
	10	1	2	-0.018   0.336
	10	1	3	 0.347   0.699
	10	2	0	-0.731  -0.382
	10	2	1	-0.371  -0.015	
	10	2	2	-0.015   0.346
	10	2	3	 0.339   0.692
	10	3	0	-0.810  -0.450 
	10	3	1	-0.434  -0.618
	10	3	2	-0.067   0.298
	10	3	3	 0.308   0.672
	11	0	0	-0.738  -0.390
	11	0	1	-0.384  -0.030
	11	0	2	-0.026   0.331	
	11	0	3	 0.334   0.691
	11	1	0	-0.749  -0.400
	11	1	1	-0.391  -0.033
	11	1	2	-0.029   0.327
	11	1	3	 0.332   0.689
	11	2	0	-0.812  -0.465
	11	2	1	-0.452  -0.086	
	11	2	2	-0.069   0.303
	11	2	3	 0.302   0.672
	11	3	0	-0.729  -0.384 
	11	3	1	-0.373  -0.018 
	11	3	2	-0.016   0.342
	11	3	3	 0.346   0.701
	12	0	0	-0.715  -0.346
	12	0	1	-0.341   0.031
	12	0	2	 0.028   0.396	
	12	0	3	 0.400   0.763
	12	1	0	-0.752  -0.382
	12	1	1	-0.378  -0.017
	12	1	2	-0.013   0.321
	12	1	3	 0.332   0.688
	12	2	0	-0.745  -0.381
	12	2	1	-0.376  -0.018	
	12	2	2	-0.018   0.338
	12	2	3	 0.346   0.699
	12	3	0	-0.812  -0.443 
	12	3	1	-0.434  -0.056
	12	3	2	-0.064   0.306
	12	3	3	 0.314   0.682
	13	0	0	-0.747  -0.385
	13	0	1	-0.378  -0.025
	13	0	2	-0.025   0.328	
	13	0	3	 0.335   0.694
	13	1	0	-0.716  -0.345
	13	1	1	-0.342   0.025
	13	1	2	 0.022   0.389
	13	1	3	 0.400   0.767
	13	2	0	-0.739  -0.384
	13	2	1	-0.376  -0.019	
	13	2	2	-0.022   0.335
	13	2	3	 0.343   0.703
	13	3	0	-0.743  -0.385 
	13	3	1	-0.375  -0.019
	13	3	2	-0.021   0.338
	13	3	3	 0.344   0.702
	14	0	0	-0.718  -0.339
	14	0	1	-0.339   0.030
	14	0	2	 0.035	 0.358
	14	0	3	 0.412   0.754
	14	1	0	-0.760  -0.399
	14	1	1	-0.390  -0.021
	14	1	2	-0.020   0.348
	14	1	3	 0.357   0.718
	14	2	0	-0.758  -0.392
	14	2	1	-0.388  -0.025	
	14	2	2	-0.016   0.348
	14	2	3	 0.352   0.716
	14	3	0	-0.823  -0.456 
	14	3	1	-0.451  -0.070
	14	3	2	-0.070   0.307
	14	3	3	 0.315   0.699
	15	0	0	-0.747  -0.389
	15	0	1	-0.383  -0.026
	15	0	2	-0.025   0.340	
	15	0	3	 0.343   0.706
	15	1	0	-0.754  -0.399
	15	1	1	-0.389  -0.023
	15	1	2	-0.019   0.344
	15	1	3	 0.354   0.711
	15	2	0	-0.813  -0.450
	15	2	1	-0.442  -0.071	
	15	2	2	-0.055   0.309
	15	2	3	 0.327   0.695
	15	3	0	-0.742  -0.385 
	15	3	1	-0.374  -0.011
	15	3	2	-0.017   0.352
	15	3	3	 0.352   0.721
	16	0	0	-0.703  -0.402
	16	0	1	-0.381  -0.012
	16	0	2	 0.044   0.461
	16	0	3	 0.461   0.868
	16	1	0	-0.830  -0.432
	16	1	1	-0.421  -0.029
	16	1	2 	-0.026   0.371
	16	1	3	 0.370   0.762
	16	2	0       -0.815  -0.427	 
	16	2	1	-0.417  -0.025
	16	2	2	-0.021   0.376
	16	2	3        0.374   0.771
	16	3	0	-0.897  -0.491
	16	3	1	-0.475  -0.062
	16	3	2	-0.065   0.350
	16	3	3	 0.346   0.760
	17	0	0	-0.825  -0.427 
	17	0	1	-0.422  -0.022
	17	0	2	-0.019   0.379
	17	0	3	 0.376   0.765
	17	1	0	-0.829  -0.430 
	17	1	1	-0.426  -0.028
	17	1	2	-0.023   0.376
	17	1	3	 0.374   0.759
	17	2	0	-0.889  -0.490 
	17	2	1	-0.483  -0.073
	17	2	2	-0.067   0.345
	17	2	3	 0.343   0.749
	17	3	0	-0.806  -0.413 
	17	3	1	-0.404  -0.004
	17	3	2	-0.007   0.398
	17	3	3	 0.394   0.789
	18	0	0	-0.795  -0.385
	18	0	1	-0.379   0.036
	18	0	2	 0.037   0.459
	18	0	3	 0.452   0.848
	18	1	0	-0.829  -0.434
	18	1	1	-0.426  -0.031
	18	1	2	-0.026   0.376
	18	1	3	 0.371   0.753
	18	2	0	-0.804  -0.422
	18	2	1	-0.414  -0.024
	18	2	2	-0.021   0.380
	18	2	3	 0.379   0.763
	18	3	0	-0.910  -0.502
	18	3	1	-0.492  -0.075
	18	3	2	-0.075   0.347
	18	3	3	 0.340   0.748	
	19	0	0	-0.823  -0.424	 
	19	0	1	-0.417  -0.017
	19	0	2	-0.013   0.392
	19	0	3	 0.386   0.772
	19	1	0	-0.803  -0.386 
	19	1	1	-0.379   0.031	
	19	1	2	 0.038   0.453
	19	1	3	 0.450   0.849
	19	2	0       -0.806  -0.415  
	19	2	1       -0.408  -0.015
	19	2	2	-0.013   0.387
	19 	2	3	 0.387   0.775	
	19	3	0	-0.801  -0.411 
	19	3	1	-0.400  -0.003
	19	3	2	-0.006   0.390
	19	3	3	 0.385   0.769
	20	0	0	-0.808  -0.389  
	20	0	1	-0.382   0.031 
	20	0	2	 0.032   0.450
	20	0	3	 0.448   0.846
	20	1	0	-0.841  -0.431 
	20	1	1       -0.428  -0.025
	20	1	2	-0.021   0.388
	20	1	3	 0.388   0.775
	20	2	0	-0.812  -0.426 
	20	2	1	-0.421  -0.022
	20	2	2	-0.021   0.385
	20	2	3	 0.386   0.786
	20	3	0	-0.876  -0.476  
	20	3	1 	-0.464  -0.047
	20	3	2	-0.051   0.366
	20	3	3	 0.363   0.771
	21	0	0	 0	 0
	21	0	1	-0.428  -0.030
	21	0	2	-0.025   0.379
	21	0	3	 0.376   0.760
	21	1	0	 0	 0	 
	21	1	1	-0.423  -0.030 
	21	1	2	-0.025   0.374
	21	1	3	 0.372   0.756
	21	2	0	 0	 0
	21	2	1	-0.502  -0.087  
	21 	2	2	-0.077   0.337
	21	2	3	 0.336   0.746
	21	3	0	 0	 0
	21	3	1	-0.414  -0.010 
	21	3	2	-0.011   0.391
	21	3	3	 0.389   0.788
	22 	0	0	-0.803  -0.395
	22	0	1	-0.389   0.020
	22	0	2	 0.022   0.438
	22	0	3	 0.438   0.834
