////////////////////////////////////////////////////////////////////////////////////////////
1	3	0	4.38398e-09	0.000672864	-0.374663	554.813
1	3	1	4.38909e-09	0.000625473	-0.406905	647.613
1	3	2	4.04987e-09	0.000635555	-0.384312	602.375
1	3	3	4.69326e-09	0.000677489	-0.376747	553.968
1	3	4	4.63323e-09	0.00065278	-0.47714	727.182
1	3	5	4.52202e-09	0.000647863	-0.401132	616.509
1	3	6	5.17518e-09	0.000663796	-0.428159	641.804
1	3	7	4.29622e-09	0.000653631	-0.387652	590.781
1	3	8	4.4176e-09	0.000622299	-0.40861	653.581
1	3	9	5.14617e-09	0.000682313	-0.476582	694.84
1	3	10	4.52157e-09	0.000655686	-0.397233	603.319
1	3	11	4.4885e-09	0.000631727	-0.442491	696.995
1	3	12	5.13306e-09	0.000698986	-0.434342	618.578
1	3	13	4.18819e-09	0.000611971	-0.476128	773.925
1	3	14	4.4861e-09	0.000628119	-0.389543	617.451
1	3	15	4.31373e-09	0.000645712	-0.498799	768.533
1	4	0	4.03681e-09	0.000658103	-0.406113	614.778
1	4	1	5.44467e-09	0.000686985	-0.345966	501.606
1	4	2	4.16116e-09	0.000623054	-0.377148	602.894
1	4	3	4.58277e-09	0.000663308	-0.449499	674.519
1	4	4	5.09112e-09	0.000696515	-0.403722	577.195
1	4	5	4.74022e-09	0.000657053	-0.362543	549.593
1	4	6	4.73752e-09	0.000636728	-0.475631	742.886
1	4	7	4.73095e-09	0.000677219	-0.381703	561.431
1	4	8	4.5902e-09	0.000656325	-0.426654	647.136
1	4	9	4.38219e-09	0.000646568	-0.370052	570.13
1	4	10	4.66343e-09	0.000662014	-0.452764	680.655
1	4	11	4.74074e-09	0.000669483	-0.392037	583.174
1	4	12	4.07168e-09	0.000617326	-0.442698	713.762
1	4	13	5.01763e-09	0.000716769	-0.465544	646.577
1	4	14	5.07936e-09	0.00070389	-0.462335	653.745
1	4	15	4.18388e-09	0.000633589	-0.385961	606.735
1	7	0	4.26789e-09	0.000652423	-0.408867	624.143
1	7	1	3.57441e-09	0.000605714	-0.40688	669.095
1	7	2	4.27236e-09	0.000647539	-0.428792	659.318
1	7	3	4.6275e-09	0.000687979	-0.402829	583.237
1	7	4	4.05283e-09	0.000633604	-0.395879	622.327
1	7	5	4.16056e-09	0.000629593	-0.424723	671.618
1	7	6	5.19086e-09	0.00069012	-0.417403	602.1
1	7	7	4.03589e-09	0.000618618	-0.40611	653.692
1	7	8	4.62616e-09	0.000638442	-0.43371	676.015
1	7	9	4.57554e-09	0.000693861	-0.483127	693.121
1	7	10	3.87482e-09	0.000622987	-0.399617	638.913
1	7	11	4.16041e-09	0.000618589	-0.396403	638.08
1	7	13	4.34506e-09	0.000649139	-0.431957	662.492
