Wire	Slope	Shift
0	1	0
1	17.4565	0.66923
2	17.2899	0.715177
3	18.3945	0.644994
4	18.1474	0.669569
5	17.5821	0.597471
6	1	0
7	18.8307	0.530992
8	18.8886	0.567184
9	19.7313	0.504472
10	18.9506	0.521516
11	19.0857	0.562461
12	19.5917	0.590932
13	18.8735	0.581192
14	17.3855	0.702707
15	18.6612	0.62002
16	1	0
17	18.6068	0.632161
18	17.2839	0.65001
19	19.0041	0.597663
20	17.8751	0.712552
21	17.4374	0.695976
22	17.1558	0.720449
23	17.1515	0.685119
