/////////////////////////////////
0	0	1
0	1	1.01658
0	2	1.00071
0	3	0.994481
0	4	1.00525
0	5	0.996078
0	6	1.01605
0	7	1.07315
0	8	1.02824
0	9	1.0227
0	10	1.04303
0	11	1.03407
0	12	1.01168
0	13	1.01265
0	14	1.03698
0	15	1.04374
0	16	1.01122
0	17	0.994074
0	18	1.00907
0	19	1.00568
0	20	1.04712
0	21	0.993107
0	22	0.995147
0	23	1.00584
0	24	0.978772
0	25	1.01087
0	26	0.999784
0	27	0.984557
0	28	0.998318
0	29	0.976273
0	30	0.93525
0	31	1.04951
1	0	1
1	1	0.986396
1	2	0.95778
1	3	0.995042
1	4	0.983728
1	5	1.0253
1	6	1.03237
1	7	0.979906
1	8	0.972831
1	9	0.956468
1	10	0.950914
1	11	0.972034
1	12	0.975872
1	13	0.955281
1	14	0.956116
1	15	0.972819
1	16	0.960824
1	17	0.973233
1	18	1.02315
1	19	1.01829
1	20	0
1	21	0.994596
1	22	0.955065
1	23	0.979403
1	24	1.03049
1	25	0.994377
1	26	0.990901
1	27	1.02252
1	28	1.01788
1	29	0.970727
1	30	0
1	31	0.983798
2	0	1
2	1	0.96247
2	2	1.00291
2	3	0.94555
2	4	0.958757
2	5	0.95299
2	6	0.960063
2	7	0.956406
2	8	0.969695
2	9	1.00528
2	10	0.916878
2	11	0.940651
2	12	0.971125
2	13	0.971643
2	14	0.977373
2	15	0.968539
2	16	0.97723
2	17	0.998719
2	18	1.01487
2	19	0.999401
2	20	1.00212
2	21	0.954965
2	22	0.939889
2	23	1.01993
2	24	0.964498
2	25	0.933368
2	26	0.951536
2	27	0
2	28	0.96762
2	29	0.976698
2	30	0.963252
2	31	0.960835
3	0	1
3	1	1.06612
3	2	1.06343
3	3	1.03793
3	4	1.04789
3	5	1.07227
3	6	1.06972
3	7	1.05541
3	8	1.05707
3	9	1.07691
3	10	1.04555
3	11	1.03493
3	12	0.980241
3	13	0
3	14	0.988213
3	15	1.00464
3	16	1.04629
3	17	1.01758
3	18	1.05417
3	19	1.00862
3	20	1.01471
3	21	1.0337
3	22	1.05896
3	23	1.0061
3	24	1.01891
3	25	1.07827
3	26	1.02608
3	27	0.983066
3	28	1.00593
3	29	1.02149
3	30	1.00668
3	31	0.971885
