0	0	0	1.01844
0	1	0	0.984276
0	2	0	1.01382
0	3	0	0.997993
0	4	0	1.03585
0	5	0	0.988789
0	6	0	0.994215
0	7	0	0.998736
0	8	0	0.974655
0	9	0	1.00971
0	10	0	0.993973
0	11	0	0.985056
0	12	0	0.996222
0	13	0	0.968593
0	14	0	0.929179
0	15	0	1.01399
1	0	0	0.973598
1	1	0	0.966799
1	2	0	1.02278
1	3	0	0.893876
1	5	0	0.952236
1	6	0	0.964165
1	7	0	0.977599
1	8	0	1.02121
1	9	0	0.987122
1	10	0	0.984626
1	11	0	1.01248
1	12	0	1.01231
1	13	0	0.936023
1	15	0	0.967168
2	0	4	0.837999
2	1	4	1.01229
2	2	4	1.02675
2	3	4	0.977087
2	4	4	1.00841
2	5	4	1.01943
2	6	4	1.04534
2	7	4	1.04424
2	8	4	1.08319
2	9	4	1.34574
2	10	4	1.0012
2	11	4	1.03131
2	12	4	1.00704
2	13	4	0.984309
3	0	0	0.898582
3	1	0	0.935933
3	2	0	0.931348
3	3	0	0.945838
3	4	0	0.933436
3	5	0	0.930893
3	6	0	0.956075
3	7	0	0.926709
3	8	0	0.896274
3	9	0	0.939915
3	10	0	0.928194
3	11	0	0.964253
3	12	0	0.951368
3	13	0	0.973019
3	14	0	0.92697
3	15	0	0.990905
