1	1	0	-0.441848	0.000631192
1	1	1	-0.535337	0.000696691
1	1	2	-0.488149	0.000649121
1	1	3	-0.49353	0.000659806
1	1	4	-70.407	0.104338
1	1	5	
1	1	6	-0.47446	0.000679734
1	1	7	-0.476253	0.000696254
1	1	8	-0.476842	0.000689241
1	1	9	-0.470536	0.000675138
1	1	10	-0.464375	0.000717453
1	1	11	-0.502323	0.000695065
1	1	12	-0.485198	0.000683003
1	1	13	-0.499964	0.000683939
1	1	14	-68.1677	0.120251
1	1	15	-0.465481	0.000611634
1	2	0	-0.566889	0.000720172
