1	3	0	1236.99	2678.78	4825.09	10494	12902.4
1	3	1	1384.45	2908.16	5201.92	11231.2	13803.5
1	3	2	1335.3	2842.62	5103.62	11083.8	13639.7
1	3	3	1236.99	2646.02	4775.94	10379.3	12771.3
1	3	4	1433.6	2891.78	5087.23	10870.8	13328.4
1	3	5	1335.3	2809.86	5021.7	10854.4	13344.8
1	3	6	1335.3	2777.09	4923.39	10592.3	13000.7
1	3	7	1302.53	2760.7	4972.54	10788.9	13262.8
1	3	8	1400.83	2924.54	5218.3	11280.4	13869.1
1	3	9	1384.45	2777.09	4874.24	10395.6	12738.6
1	3	10	1318.91	2777.09	4972.54	10739.7	13213.7
1	3	11	1433.6	2940.93	5201.92	11182.1	13721.6
1	3	12	1286.14	2646.02	4694.02	10133.5	12427.3
1	3	13	1531.9	3088.38	5431.3	11591.7	14213.1
1	3	14	1351.68	2875.39	5152.77	11149.3	13721.6
1	3	15	1482.75	2957.31	5185.54	11051	13541.4
1	4	0	1318.91	2777.09	4972.54	10772.5	13246.5
1	4	1	1171.46	2564.1	4644.86	10133.5	12460
1	4	2	1351.68	2875.39	5185.54	11264	13852.7
1	4	3	1368.06	2809.86	4972.54	10690.6	13115.4
1	4	4	1236.99	2613.25	4677.63	10117.1	12443.6
1	4	5	1253.38	2711.55	4890.62	10641.4	13082.6
1	4	6	1466.37	2957.31	5201.92	11083.8	13606.9
1	4	7	1236.99	2662.4	4775.94	10379.3	12771.3
1	4	8	1351.68	2809.86	4988.93	10756.1	13213.7
1	4	9	1286.14	2760.7	4988.93	10854.4	13344.8
1	4	10	1384.45	2826.24	4988.93	10706.9	13131.8
1	4	11	1269.76	2695.17	4841.47	10510.3	12918.8
1	4	12	1449.98	3006.46	5332.99	11460.6	14065.7
1	4	13	1286.14	2629.63	4644.86	9936.9	12197.9
1	4	14	1302.53	2678.78	4710.4	10084.4	12378.1
1	4	15	1335.3	2842.62	5103.62	11100.2	13639.7
1	7	0	1335.3	2793.47	5005.31	10821.6	13295.6
1	7	1	1433.6	3022.85	5398.53	11673.6	14344.2
1	7	2	1368.06	2842.62	5070.85	10919.9	13426.7
1	7	3	1253.38	2646.02	4743.17	10281	12640.3
1	7	4	1351.68	2859.01	5136.38	11132.9	13688.8
1	7	5	1400.83	2924.54	5201.92	11214.8	13787.1
1	7	6	1269.76	2646.02	4726.78	10199	12525.6
1	7	7	1400.83	2940.93	5267.46	11378.7	13983.7
1	7	8	1400.83	2891.78	5120	11018.2	13525
1	7	9	1351.68	2727.94	4808.7	10297.3	12640.3
1	7	10	1384.45	2924.54	5234.69	11329.5	13934.6
1	7	11	1384.45	2924.54	5251.07	11362.3	13951
1	7	13	1368.06	2842.62	5054.46	10887.2	13377.5
1	7	14	1302.53	2793.47	5038.08	10969.1	13508.6
1	7	15	1286.14	2695.17	4808.7	10379.3	12754.9
1	8	0	1417.22	2957.31	5283.84	11427.8	14032.9
1	8	1	1351.68	2793.47	4956.16	10641.4	13066.2
1	8	3	1269.76	2678.78	4792.32	10362.9	12722.2
1	8	4	1400.83	2875.39	5054.46	10838	13295.6
1	8	5	1466.37	2957.31	5201.92	11116.5	13639.7
1	8	6	1368.06	2859.01	5070.85	10952.7	13459.5
1	8	7	1318.91	2809.86	5038.08	10952.7	13475.8
1	8	8	1351.68	2842.62	5087.23	11018.2	13557.8
1	8	9	1384.45	2842.62	5021.7	10788.9	13246.5
1	8	10	1368.06	2793.47	4907.01	10526.7	12918.8
1	8	11	1269.76	2711.55	4874.24	10592.3	13017.1
1	8	12	1286.14	2777.09	5005.31	10887.2	13410.3
1	8	13	1318.91	2793.47	5005.31	10854.4	13344.8
1	8	14	1302.53	2744.32	4923.39	10674.2	13131.8
1	8	15	1417.22	2990.08	5332.99	11542.5	14196.7
2	3	0	1548.29	2957.31	5070.85	10657.8	13033.5
2	3	1	1548.29	2908.16	4956.16	10379.3	12689.4
2	3	2	1499.14	2924.54	5054.46	10690.6	13082.6
2	3	3	1646.59	3121.15	5332.99	11165.7	13656.1
2	3	4	1581.06	2973.7	5054.46	10543.1	12869.6
2	3	5	1662.98	3121.15	5316.61	11083.8	13557.8
2	3	6	2940.93	5103.62	10805.2	13230.1
2	3	7	1662.98	3022.85	5054.46	10428.4	12722.2
2	3	8	1564.67	2990.08	5120	10739.7	13131.8
2	3	9	1548.29	2924.54	4988.93	10461.2	12787.7
2	3	10	1548.29	2924.54	4988.93	10412	12738.6
2	3	11	1597.44	3039.23	5218.3	10952.7	13410.3
2	3	12	1564.67	3006.46	5169.15	10870.8	13295.6
2	3	13	1597.44	3022.85	5136.38	10723.3	13115.4
2	3	14	1597.44	2957.31	5005.31	10412	12722.2
2	3	15	1613.82	3006.46	5120	10690.6	13049.9
2	4	0	1662.98	3121.15	5300.22	11067.4	13525
2	4	1	1548.29	2973.7	5087.23	10690.6	13066.2
2	4	2	1662.98	3137.54	5349.38	11182.1	13672.4
2	4	3	1630.21	3104.77	5300.22	11116.5	13590.5
2	4	4	1662.98	3072	5201.92	10805.2	13197.3
2	4	5	1679.36	3121.15	5283.84	11018.2	13459.5
2	4	6	1695.74	3219.46	5496.83	11526.1	14098.4
2	4	7	1597.44	2973.7	5054.46	10510.3	12836.9
2	4	8	1531.9	2908.16	4972.54	10412	12722.2
2	4	9	1564.67	3039.23	5234.69	11051	13525
2	4	10	1597.44	2990.08	5087.23	10608.6	12967.9
2	4	11	1662.98	3137.54	5316.61	11100.2	13574.1
2	4	12	1744.9	3235.84	5480.45	11395.1	13918.2
