//////////////////////////////////////////
4	0	1
4	1	1
4	2	1
4	3	1
4	4	1
4	5	1
4	6	1
4	7	1
4	8	0.972023
4	9	1.20664
4	10	1
4	11	1.05663
5	0	1
5	1	1
5	2	1
5	3	1
5	4	1
5	5	1
5	6	1
5	7	1
5	8	1.02836
5	9	1.02288
5	10	1.01799
5	11	0.960536
6	0	0
6	1	0
6	2	0
6	3	0
6	4	0
6	5	0
6	6	0
6	7	0
6	8	0
6	9	0
6	10	0
6	11	0
7	0	1
7	1	1
7	2	1
7	3	1
7	4	1
7	5	1
7	6	1
7	7	1
7	8	0.979647
7	9	0.994751
7	10	1.03815
7	11	1.05607
8	0	0
8	1	0
8	2	0
8	3	1
8	4	1
8	5	1
8	6	1
8	7	1
8	8	0.902271
8	9	0.925788
8	10	1.04225
8	11	1.01624
9	0	0
9	1	0
9	2	0
9	3	0
9	4	0
9	5	0
9	6	0
9	7	0
9	8	0
9	9	0
9	10	0
9	11	0
10	0	1
10	1	0
10	2	0
10	3	0
10	4	1
10	5	1
10	6	1
10	7	1
10	8	1.02677
10	9	0.995595
10	10	1.00036
10	11	1.04606
11	0	1
11	1	1
11	2	1
11	3	1
11	4	1
11	5	1
11	6	1
11	7	1
11	8	1.05284
11	9	1.0669
11	10	0.97478
11	11	1
12	0	0
12	1	0
12	2	0
12	3	0
12	4	0
12	5	0
12	6	0
12	7	0
12	8	0
12	9	0
12	10	0
12	11	0
13	0	0
13	1	0
13	2	0
13	3	0
13	4	0
13	5	0
13	6	0
13	7	0
13	8	0
13	9	0
13	10	0
13	11	0
14	0	1
14	1	1
14	2	1
14	3	1
14	4	1
14	5	1
14	6	1
14	7	1
14	8	1.08824
14	9	1.01062
14	10	1.04803
14	11	1.03007
15	0	0
15	1	0
15	2	0
15	3	0
15	4	0
15	5	0
15	6	0
15	7	0
15	8	0
15	9	0
15	10	0
15	11	0
16	0	1
16	1	1
16	2	1
16	3	1
16	4	1
16	5	1
16	6	1
16	7	1
16	8	0.950777
16	9	1.01205
16	10	0.611012
16	11	0.677278
17	0	1
17	1	1
17	2	1
17	3	1
17	4	1
17	5	1
17	6	1
17	7	1
17	8	0.978645
17	9	0.966682
17	10	1.02326
17	11	0.954617
18	0	1
18	1	1
18	2	1
18	3	1
18	4	1
18	5	1
18	6	1
18	7	1
18	8	1.00967
18	9	0.964591
18	10	0.955145
18	11	1.02206
19	0	1
19	1	1
19	2	1
19	3	0
19	4	1
19	5	1
19	6	1
19	7	1
19	8	1.06271
19	9	0.970636
19	10	1.02138
19	11	0.95621
20	0	1
20	1	1
20	2	1
20	3	1
20	4	1
20	5	1
20	6	1
20	7	1
20	8	1.0098
20	9	1.08146
20	10	1.03942
20	11	1.03803
21	0	1
21	1	1
21	2	1
21	3	1
21	4	1
21	5	1
21	6	1
21	7	1
21	8	0.975576
21	9	0.950663
21	10	0.966176
21	11	0.923981
22	0	1
22	1	1
22	2	1
22	3	1
22	4	1
22	5	1
22	6	1
22	7	1
22	8	0.927676
22	9	1.01273
22	10	1
22	11	1
23	0	1
23	1	1
23	2	1
23	3	1
23	4	1
23	5	1
23	6	1
23	7	1
23	8	1.04684
23	9	1.00996
23	10	0.991414
23	11	0.95809
24	0	0
24	1	0
24	2	0
24	3	0
24	4	0
24	5	0
24	6	0
24	7	0
24	8	0
24	9	0
24	10	0
24	11	0
25	0	0
25	1	0
25	2	0
25	3	0
25	4	0
25	5	0
25	6	0
25	7	0
25	8	0
25	9	0
25	10	0
25	11	0
26	0	1
26	1	0
26	2	0
26	3	1
26	4	1
26	5	1
26	6	1
26	7	1
26	8	1.00552
26	9	1.04501
26	10	1.03221
26	11	1.01861
27	0	1
27	1	1
27	2	0
27	3	0
27	4	1
27	5	1
27	6	1
27	7	1
27	8	1.07196
27	9	1.00763
27	10	0.640754
27	11	0.624721
