4	0	1
4	1	0.953051
4	2	1.02696
4	3	0.992901
4	4	0.974298
4	5	0.952315
4	6	0.982832
4	7	0.901539
4	8	0.974892
4	9	1.04684
4	10	0.931128
4	11	1.02325
5	0	1
5	1	1.00299
5	2	1.05153
5	3	1.02712
5	4	1.02078
5	5	1.02982
5	6	1.03463
5	7	1.0716
5	8	1.09859
5	9	1.09564
5	10	1.10509
5	11	1.0744
6	0	1
6	1	1.00648
6	2	0.944323
6	3	0.990271
6	4	0.974387
6	5	0.991492
6	6	1.00961
6	7	0.941164
6	8	0.990596
6	9	1.04317
6	10	1.03946
6	11	1.0466
7	0	1
7	1	0.958894
7	2	0.984842
7	3	1.00699
7	4	0.863161
7	5	0.851154
7	6	0.831366
7	7	0.866314
7	8	0.885343
7	9	1
7	10	0.844744
7	11	0.790353
8	0	1
8	1	0.991733
8	2	0.911523
8	3	0.990608
8	4	0.901139
8	5	0.929356
8	6	0.921257
8	7	0.882675
8	8	0.901232
8	9	0.986066
8	10	0.994922
8	11	1.01236
9	0	1
9	1	0.959141
9	2	0.921747
9	3	0.898218
9	4	0.836306
9	5	0.869794
9	6	0.947783
9	7	0.897146
9	8	0.736815
9	9	0.763541
9	10	0.91753
9	11	0.705782
10	0	1
10	1	0.937512
10	2	0.950945
10	3	0.934875
10	4	0.922447
10	5	0.939084
10	6	0.974675
10	7	0.898221
10	8	0.944199
10	9	0.934654
10	10	0.955954
10	11	0.959823
11	0	1
11	1	0.991816
11	2	1
11	3	1
11	4	0.94252
11	5	0.939177
11	6	0.955115
11	7	0.948705
11	8	1.03998
11	9	1.05373
11	10	0.992055
11	11	0.959181
12	0	1
12	1	0.923986
12	2	0.972873
12	3	0.994686
12	4	0.916219
12	5	0.965823
12	6	0.957339
12	7	0.915875
12	8	0.986354
12	9	0.990078
12	10	0.998357
12	11	0.887777
13	0	1
13	1	1.01749
13	2	1.06297
13	3	1.01564
13	4	0.951319
13	5	0.974621
13	6	0.951949
13	7	1.03097
13	8	1.03968
13	9	1.01607
13	10	1.00617
13	11	0.966184
14	0	1
14	1	0.96121
14	2	0.951467
14	3	1.05047
14	4	0.875664
14	5	0.922345
14	6	0.888387
14	7	0.952876
14	8	0.948339
14	9	0.980629
14	10	1.03081
14	11	0.98565
15	0	1
15	1	0.994081
15	2	0.942094
15	3	0.998903
15	4	0.948583
15	5	0.977131
15	6	0.926656
15	7	0.975159
15	8	0.98007
15	9	0.963011
15	10	1.01358
15	11	0.984172
16	0	1
16	1	0.973089
16	2	1.65762
16	3	0.973523
16	4	1.0261
16	5	1.02525
16	6	1.66899
16	7	1.60456
16	8	1.01215
16	9	1.07719
16	10	1.05315
16	11	0.997559
17	0	1
17	1	1.00403
17	2	1.00877
17	3	0.973042
17	4	0.986224
17	5	1.00918
17	6	0.96542
17	7	1.04958
17	8	0.9777
17	9	0.996888
17	10	1.00405
17	11	1.02934
18	0	1
18	1	0.931651
18	2	1.04956
18	3	0.977568
18	4	0.956646
18	5	0.992665
18	6	1.02874
18	7	0.952544
18	8	0.946586
18	9	0.960502
18	10	1.00702
18	11	0.974276
19	0	1
19	1	0.981825
19	2	0
19	3	0
19	4	0.959248
19	5	0.950931
19	6	0.974558
19	7	1.06782
19	8	1.02329
19	9	1.0105
19	10	1.0412
19	11	0.973759
20	0	1
20	1	0.996252
20	2	0.997994
20	3	0.987739
20	4	0.960641
20	5	0.929512
20	6	0.944115
20	7	0.953553
20	8	0.979647
20	9	1.03316
20	10	0.97472
20	11	1.00521
21	0	1
21	1	1.00697
21	2	0.980705
21	3	0.993536
21	4	0.983345
21	5	0.976332
21	6	0.960158
21	7	1.02466
21	8	1.01124
21	9	0.968989
21	10	0.90914
21	11	0.956764
22	0	1.00212
22	1	1.06381
22	2	1.09513
22	3	1.06469
22	4	1.11699
22	5	1.03604
22	6	1
22	7	1
22	8	0.97576
22	9	1.06655
22	10	1
22	11	1
23	0	1
23	1	0.91375
23	2	0.93236
23	3	0.966057
23	4	0.909477
23	5	0.971875
23	6	0.967768
23	7	0.979065
23	8	1.03983
23	9	0.979849
23	10	0.967205
23	11	0.923811
24	0	1
24	1	1.00045
24	2	1.00006
24	3	1
24	4	1.03282
24	5	1.07388
24	6	1.09024
24	7	1.00925
24	8	1.02152
24	9	1.02562
24	10	1.02624
24	11	0.972975
25	0	1
25	1	1.14003
25	2	1.0326
25	3	1.05039
25	4	1.05131
25	5	1.11188
25	6	1
25	7	1.0632
25	8	1.14957
25	9	1.07441
25	10	1
25	11	1.06665
26	0	1
26	1	1
26	2	1
26	3	1
26	4	1.02939
26	5	1.03416
26	6	1.00468
26	7	0.979526
26	8	1.19456
26	9	1.14305
26	10	1.04821
26	11	1.11074
27	0	1
27	1	1.05868
27	2	1
27	3	1
27	4	0.964127
27	5	1.02605
27	6	1.59964
27	7	1.68051
27	8	1.10481
27	9	1.01464
27	10	1.05858
27	11	1.11244
