////////////////////////////////////////////
1	1	0	-0.435552	0.000618511
1	1	1	-0.532813	0.000687084
1	1	2	-0.481423	0.000636219
1	1	3	-0.484947	0.000645905
1	1	4	 0		0
1	1	5	-0.45		0.000634921
1	1	6	-0.4675		0.000666667
1	1	7	-0.462532	0.000680453
1	1	8	-0.471444	0.000676878
1	1	9	-0.466389	0.00066322
1	1	10	-0.45704	0.000703339
1	1	11	-0.492347	0.000680272
1	1	12	-0.474123	0.000668098
1	1	13	-0.492634	0.000670497
1	1	14	 0		0
1	1	15	-0.45568	0.000599442
1	2	0	-0.554963	0.000704887
1	2	1	-0.536105	0.000653413
1	2	2	-0.5475		0.000666667
1	2	3	-0.562743	0.000713739
1	2	4	-0.489344	0.000652154
1	2	5	-0.473812	0.000674578
1	2	6	-0.502775	0.000691357
1	2	7	-0.532864	0.000670497
1	2	8	-0.492		0.000653413
1	2	9	-0.567877	0.000701108
1	2	10	-0.499469	0.000658668
1	2	11	-0.538659	0.000657544
1	2	12	-0.503974	0.00069485
1	2	13	-0.505181	0.000662492
1	2	14	-0.457601	0.000631133
1	2	15	-0.504498	0.000671946
1	3	0	-0.404207	0.000699985
1	3	1	-0.455009	0.000658668
1	3	2	-0.423339	0.000663863
1	3	3	-0.417553	0.00070922
1	3	4	-0.528351	0.000687285
1	3	5	-0.447222	0.000680453
1	3	6	-0.481579	0.000701754
1	3	7	-0.434903	0.000687084
1	3	8	-0.452795	0.000653413
1	3	9	-0.525052	0.000717047
1	3	10	-0.436232	0.000685404
1	3	11	-0.491764	0.000664703
1	3	12	-0.484769	0.000736487
1	3	13	-0.527664	0.000644715
1	3	14	-0.441518	0.00066322
1	3	15	-0.544312	0.000677473
1	4	0	-0.445209	0.000687084
1	4	1	-0.396614	0.000724071
1	4	2	-0.414904	0.000651893
1	4	3	-0.492188	0.000694444
1	4	4	-0.450077	0.000730879
1	4	5	-0.412059	0.000693822
1	4	6	-0.542516	0.000676878
1	4	7	-0.43248	0.000713078
1	4	8	-0.476708	0.000691109
1	4	9	-0.412205	0.000677473
1	4	10	-0.506505	0.000697936
1	4	11	-0.434211	0.000701754
1	4	12	-0.483774	0.000647413
1	4	13	-0.507097	0.00074877
1	4	14	-0.513889	0.000740741
1	4	15	-0.4325		0.000666667
1	5	0	-0.376638	0.000677473
1	5	1	-0.311915	0.000678866
1	5	2	-0.344982	0.000653413
1	5	3	-0.343182	0.000606061
1	5	4	-0.356958	0.00066322
1	5	5	-0.364585	0.000653413
1	5	6	-0.351151	0.000662492
1	5	7	-0.349755	0.000673012
1	5	8	-0.322864	0.000637087
1	5	9	-0.284561	0.000647426
1	5	10	-0.397992	0.000674691
1	5	11	-0.317547	0.000632298
1	5	12	-0.339109	0.000660066
1	5	13	-0.3175		0.000666667
1	5	14	-0.361932	0.00066322
1	5	15	-0.32837	0.000623884
1	6	0	-0.352171	0.000633627
1	6	1	-0.339772	0.000638394
1	6	2	-0.374742	0.000639707
1	6	3	-0.339864	0.000685658
1	6	4	-0.398259	0.00064681
1	6	5	-0.349307	0.000645905
1	6	6	-0.338888	0.000649471
1	6	7	-0.328689	0.000626398
1	6	8	-0.300481	0.000641026
1	6	9	-0.383053	0.000675838
1	6	10	-0.349348	0.000638394
1	6	11	-0.335714	0.000634921
1	6	12	-0.414496	0.000674861
