/////////////////////////////////////////////
2	0	-0.00963869	3.39117e-05
2	1	-0.00967735	3.38049e-05
2	2	-0.0103473	3.19633e-05
2	3	-0.00954888	3.42076e-05
2	4	-0.0102973	3.37699e-05
2	5	-0.00972306	3.42196e-05
2	6	-0.0100277	3.22539e-05
2	7	-0.0108917	3.75947e-05
2	8	-0.0096222	3.26697e-05
2	9	-0.00878783	3.32577e-05
2	10	-0.00995515	3.38578e-05
2	11	-0.00916288	3.44399e-05
2	12	-0.0100914	3.69682e-05
2	13	-0.00964316	3.40613e-05
2	14	-0.00979002	3.14582e-05
2	15	-0.00940938	3.40113e-05
2	16	-0.00984029	3.38578e-05
2	17	-0.010453	3.78417e-05
2	18	-0.0107983	3.40117e-05
2	19	-0.0106203	3.30619e-05
2	20	-0.0103784	3.32871e-05
2	21	-0.00965254	3.15252e-05
2	22	-0.00995383	2.98573e-05
2	23	-0.0095537	3.48012e-05
2	24	-0.0100315	3.16711e-05
2	25	-0.00976194	3.35814e-05
2	26	-0.010708	3.30615e-05
2	27	-0.00935149	3.39059e-05
2	28	-0.0109896	3.55011e-05
2	29	-0.010487	3.28149e-05
2	30	-0.00958294	3.33942e-05
2	31	-0.00962678	3.45412e-05
3	1	-0.00904262	3.19251e-05
3	2	-0.0101418	3.35625e-05
3	3	-0.00895965	3.55167e-05
3	4	-0.0105595	3.74875e-05
3	5	-0.0106109	3.24392e-05
3	6	-0.00962648	3.5586e-05
3	7	-0.00994546	3.34464e-05
3	8	-0.01028	3.32045e-05
3	9	-0.00971493	3.35818e-05
3	10	-0.0113438	3.67524e-05
3	11	-0.0107486	3.4633e-05
3	12	-0.0105867	3.19696e-05
3	13	-0.0112967	3.42095e-05
3	14	-0.00948788	3.28161e-05
3	15	-0.0110431	3.52586e-05
