DetNum	FrontCh	Gain
4	0	1
4	1	0.951035
4	2	1.01819
4	3	0.97623
4	4	0.978288
4	5	0.960908
4	6	0.990983
4	7	0.903764
4	8	0.952231
4	9	1.02856
4	10	0.919409
4	11	0.998493
5	0	1
5	1	0.99102
5	2	1.03308
5	3	1.0032
5	4	1.01425
5	5	1.02614
5	6	1.03052
5	7	1.0664
5	8	1.05349
5	9	1.05478
5	10	1.06547
5	11	1.03419
6	0	0
6	1	0
6	2	0
6	3	0
6	4	0
6	5	0
6	6	0
6	7	0
6	8	0
6	9	0
6	10	0
6	11	0
7	0	1
7	1	1.06233
7	2	1.0775
7	3	1.09223
7	4	1.08448
7	5	1.05562
7	6	1.04278
7	7	1.05395
7	8	1.12361
7	9	1.06723
7	10	1.05745
7	11	1.05147
8	0	1
8	1	0.985641
8	2	0.901925
8	3	0.973422
8	4	0.904684
8	5	0.93489
8	6	0.926205
8	7	0.885626
8	8	0.903796
8	9	0.963889
8	10	0.973412
8	11	0.989618
9	0	0
9	1	0
9	2	0
9	3	0
9	4	0
9	5	0
9	6	0
9	7	0
9	8	0
9	9	0
9	10	0
9	11	0
10	0	1
10	1	0.929121
10	2	0.935438
10	3	0.911352
10	4	0.926005
10	5	0.941534
10	6	0.973356
10	7	0.900986
10	8	0.923725
10	9	0.909505
10	10	0.923158
10	11	0.929092
11	0	1
11	1	0
11	2	0
11	3	0
11	4	0.952557
11	5	0.960444
11	6	0.959545
11	7	0
11	8	1.03993
11	9	1.04994
11	10	1.07419
11	11	0
12	0	1
12	1	0.915046
12	2	0.959718
12	3	0.975972
12	4	0.91636
12	5	0.967133
12	6	0.986536
12	7	0
12	8	0.958672
12	9	0.963595
12	10	0
12	11	0
13	0	0
13	1	0
13	2	0
13	3	0
13	4	0
13	5	0
13	6	0
13	7	0
13	8	0
13	9	0
13	10	0
13	11	0
14	0	1
14	1	0.950667
14	2	0.933442
14	3	0.949548
14	4	0.891435
14	5	0.938432
14	6	0.907694
14	7	0.971734
14	8	0.921712
14	9	0.956014
14	10	0.982468
14	11	0.946887
15	0	1
15	1	0.987762
15	2	0.931399
15	3	0.977915
15	4	0.95461
15	5	0.984711
15	6	0.937364
15	7	0.983142
15	8	0.949759
15	9	0.930668
15	10	0.989772
15	11	0.952614
16	0	1
16	1	1.06433
16	2	1.07637
16	3	1.03861
16	4	1.14509
16	5	1.06485
16	6	1.12745
16	7	1.10475
16	8	1.02892
16	9	1.08264
16	10	1.01551
16	11	1.10011
17	0	1
17	1	0.947715
17	2	0.91923
17	3	1.5071
17	4	1.03922
17	5	0.914393
17	6	0.990632
17	7	1.13143
17	8	1.08541
17	9	0.999033
17	10	1.08853
17	11	1.05873
18	0	0
18	1	0
18	2	0
18	3	0
18	4	0
18	5	0
18	6	0
18	7	0
18	8	0
18	9	0
18	10	0
18	11	0
19	0	1
19	1	0.976647
19	2	0.987944
19	3	1.03041
19	4	1.02318
19	5	1.00144
19	6	0.932031
19	7	0.994236
19	8	1.05845
19	9	1.00919
19	10	0.984074
19	11	0.953726
20	0	1
20	1	0.977393
20	2	0.924782
20	3	0.919616
20	4	0.987825
20	5	0.970918
20	6	0.966402
20	7	0.980097
20	8	0.911759
20	9	1.03805
20	10	0.996407
20	11	0.96419
21	0	1
21	1	0.953282
21	2	0.919887
21	3	0.927476
21	4	0
21	5	0.943844
21	6	0
21	7	0.993127
21	8	0
21	9	0.990974
21	10	0
21	11	0.934215
22	0	1
22	1	0.978551
22	2	0.997114
22	3	0.985221
22	4	1.02248
22	5	0.968788
22	6	1.02938
22	7	1.00097
22	8	0.980669
22	9	0.931327
22	10	0.975449
22	11	0.988298
23	0	1
23	1	0.952092
23	2	0.950285
23	3	0.951565
23	4	0.955201
23	5	0.983068
23	6	0.936628
23	7	1.01088
23	8	0.960409
23	9	0.970092
23	10	0.983259
23	11	0.998972
24	0	1
24	1	1.0493
24	2	1.01609
24	3	1.05736
24	4	1.01602
24	5	1.0532
24	6	1.08794
24	7	1.00834
24	8	0.9826
24	9	1.00388
24	10	1.04378
24	11	1.00169
25	0	1
25	1	0.983044
25	2	1.06894
25	3	1.00163
25	4	0.998957
25	5	0.991991
25	6	1.02001
25	7	1.11746
25	8	1.05542
25	9	1.02478
25	10	1.08742
25	11	1.00827
26	0	1
26	1	0.998926
26	2	1.011
26	3	0
26	4	1.01543
26	5	0.98708
26	6	0.992559
26	7	1.02409
26	8	1.05566
26	9	1.08562
26	10	1.05841
26	11	1.08234
27	0	1
27	1	1.0176
27	2	0.993131
27	3	1.00264
27	4	0
27	5	1.04359
27	6	1.01506
27	7	1.08666
27	8	0
27	9	1.02816
27	10	0.967809
27	11	1.01615
