DetNum	FrontCh	BackCh	min	max
15	1	2	-0.030	 0.330
15	1	3	 0.333	 0.697
15	2	0	-0.753	-0.383
15	2	1	-0.380	-0.023
15	2	2	-0.013	 0.363
15	2	3	 0.370	 0.743
15	3	0	-0.830	-0.463
15	3	1	-0.450	-0.077
15	3	2	-0.070	 0.310
15	3	3	 0.310	 0.697
16	0	0	-0.850	-0.443
16	0	1	-0.437	-0.037
16	0	2	-0.030	 0.363
16	0	3	 0.387	 0.773
16	1	0	-0.850	-0.447
16	1	1	-0.447	-0.037
16	1	2	-0.017	 0.367
16	1	3	 0.387	 0.780
16	2	0	-0.943	-0.517
16	2	1	-0.507	-0.093
16	2	2	-0.083	 0.313
16	2	3	 0.337	 0.733
16	3	0	-0.843	-0.433
16	3	1	-0.430	-0.017
16	3	2	-0.010	 0.387
16	3	3	 0.390	 0.793
17	0	0	-0.813	-0.410
17	0	1	-0.390	 0.037
17	0	2	 0.040	 0.460
17	0	3	 0.467	 0.890
17	1	0	-0.847	-0.437
17	1	1	-0.427	-0.020
17	1	2	 0.010	 0.440
17	1	3	 0.437	 0.867
17	2	0	-0.817	-0.433
17	2	1	-0.413	-0.013
17	2	2	-0.013	 0.400
17	2	3	 0.397	 0.820
17	3	0	-0.897	-0.490
17	3	1	-0.473	-0.053
17	3	2	-0.043	 0.363
17	3	3	 0.370	 0.797
18	0	0	-1.000	-0.500
18	0	1	-0.500	 0.000
18	0	2	 0.000	 0.500
18	0	3	 0.500	 1.000
18	1	0	-1.000	-0.500
18	1	1	-0.500	 0.000
18	1	2	 0.000	 0.500
18	1	3	 0.500	 1.000
18	2	0	-1.000	-0.500
18	2	1	-0.500	 0.000
18	2	2	 0.000	 0.500
18	2	3	 0.500	 1.000
18	3	0	-1.000	-0.500
18	3	1	-0.500	 0.000
18	3	2	 0.000	 0.500
18	3	3	 0.500	 1.000
19	0	0	-0.840	-0.407
19	0	1	-0.403	 0.020
19	0	2	 0.047	 0.447
19	0	3	 0.450	 0.857
19	1	0	-0.863	-0.450
19	1	1	-0.447	-0.037
19	1	2	-0.027	 0.383
19	1	3	 0.380	 0.770
19	2	0	-0.827	-0.417
19	2	1	-0.410	-0.013
19	2	2	-0.003	 0.403
19	2	3	 0.403	 0.813
19	3	0	-0.940	-0.497
19	3	1	-0.500	-0.067
19	3	2	-0.070	 0.343
19	3	3	 0.347	 0.760
20	0	0	-0.863	-0.457
20	0	1	-0.457	-0.033
20	0	2	-0.037	 0.380
20	0	3	 0.387	 0.780
20	1	0	-0.853	-0.413
20	1	1	-0.413	 0.020
20	1	2	 0.030	 0.443
20	1	3	 0.460	 0.873
20	2	0	-0.850	-0.443
20	2	1	-0.443	-0.040
20	2	2	-0.027	 0.380
20	2	3	 0.400	 0.803
20	3	0	-0.840	-0.437
20	3	1	-0.440	-0.023
20	3	2	-0.020	 0.377
20	3	3	 0.380	 0.790
21	0	0	-1.000	-0.500
21	0	1	-0.500	 0.000
21	0	2	 0.000	 0.500
21	0	3	 0.500	 1.000
21	1	0	-0.867	-0.457
21	1	1	-0.457	-0.047
21	1	2	-0.040	 0.377
21	1	3	 0.390	 0.787
21	2	0	-1.000	-0.500
21	2	1	-0.500	 0.000
21	2	2	 0.000	 0.500
21	2	3	 0.500	 1.000
21	3	0	-0.920	-0.510
21	3	1	-0.510	-0.070
21	3	2	-0.077	 0.337
21	3	3	 0.347	 0.767
22	0	0	-0.857	-0.440
22	0	1	-0.447	-0.033
22	0	2	-0.023	 0.377
22	0	3	 0.397	 0.793
22	1	0	-0.857	-0.453
22	1	1	-0.450	-0.050
22	1	2	-0.050	 0.377
22	1	3	 0.383	 0.780
22	2	0	-0.933	-0.517
22	2	1	-0.507	-0.113
22	2	2	-0.080	 0.320
22	2	3	 0.333	 0.750
22	3	0	-0.837	-0.440
22	3	1	-0.430	-0.020
22	3	2	-0.023	 0.383
22	3	3	 0.390	 0.800
23	0	0	-0.797	-0.410
23	0	1	-0.410	 0.023
23	0	2	 0.027	 0.450
23	0	3	 0.460	 0.863
23	1	0	-0.853	-0.453
23	1	1	-0.447	-0.037
23	1	2	-0.023	 0.397
23	1	3	 0.410	 0.800
23	2	0	-0.843	-0.443
23	2	1	-0.433	-0.030
23	2	2	-0.017	 0.387
23	2	3	 0.390	 0.797
23	3	0	-0.920	-0.493
23	3	1	-0.500	-0.067
23	3	2	-0.067	 0.353
23	3	3	 0.367	 0.773
24	0	0	-0.857	-0.447
24	0	1	-0.443	-0.037
24	0	2	-0.033	 0.387
24	0	3	 0.387	 0.790
24	1	0	-0.850	-0.447
24	1	1	-0.447	-0.050
24	1	2	-0.040	 0.383
24	1	3	 0.393	 0.790
24	2	0	-0.917	-0.503
24	2	1	-0.497	-0.087
24	2	2	-0.060	 0.343
24	2	3	 0.357	 0.777
24	3	0	-0.817	-0.443
24	3	1	-0.437	-0.020
24	3	2	-0.023	 0.383
24	3	3	 0.387	 0.810
25	0	0	-0.820	-0.410
25	0	1	-0.393	 0.017
25	0	2	 0.040	 0.440
25	0	3	 0.463	 0.873
25	1	0	-0.853	-0.447
25	1	1	-0.450	-0.037
25	1	2	-0.040	 0.380
25	1	3	 0.403	 0.797
25	2	0	-0.840	-0.440
25	2	1	-0.443	-0.033
25	2	2	-0.017	 0.370
25	2	3	 0.387	 0.797
25	3	0	-0.913	-0.507
25	3	1	-0.487	-0.067
25	3	2	-0.073	 0.353
25	3	3	 0.363	 0.780
26	0	0	-0.843	-0.443
26	0	1	-0.437	-0.037
26	0	2	-0.027	 0.380
26	0	3	 0.500	 1.000
26	1	0	-0.827	-0.403
26	1	1	-0.403	 0.007
26	1	2	 0.027	 0.437
26	1	3	 0.500	 1.000
26	2	0	-0.823	-0.430
26	2	1	-0.430	-0.023
26	2	2	-0.017	 0.397
26	2	3	 0.500	 1.000
26	3	0	-0.823	-0.427
26	3	1	-0.420	-0.017
26	3	2	-0.013	 0.383
26	3	3	 0.500	 1.000
27	0	0	-1.000	-0.500
27	0	1	-0.500	 0.000
27	0	2	 0.000	 0.500
27	0	3	 0.500	 1.000
27	1	0	-0.863	-0.450
27	1	1	-0.453	-0.043
27	1	2	-0.037	 0.377
27	1	3	 0.390	 0.780
27	2	0	-0.837	-0.440
27	2	1	-0.437	-0.037
27	2	2	-0.027	 0.383
27	2	3	 0.387	 0.787
27	3	0	-0.940	-0.507
27	3	1	-0.503	-0.073
27	3	2	-0.077	 0.333
27	3	3	 0.350	 0.757
