DetNum	FrontCh	Offset
4	0	0
4	1	0
4	2	0
4	3	0
4	4	12.8587
4	5	26.7223
4	6	22.7807
4	7	51.0262
4	8	12.8587
4	9	26.7223
4	10	22.7807
4	11	51.0262
5	0	0
5	1	0
5	2	0
5	3	0
5	4	47.7997
5	5	55.274
5	6	61.268
5	7	60.0396
5	8	47.7997
5	9	55.274
5	10	61.268
5	11	60.0396
6	0	0
6	1	0
6	2	0
6	3	0
6	4	0
6	5	0
6	6	0
6	7	0
6	8	0
6	9	0
6	10	0
6	11	0
7	0	0
7	1	0
7	2	0
7	3	0
7	4	64.4345
7	5	66.1935
7	6	64.8918
7	7	73.1562
7	8	64.4345
7	9	66.1935
7	10	64.8918
7	11	73.1562
8	0	0
8	1	0
8	2	0
8	3	0
8	4	41.2215
8	5	49.8124
8	6	49.5941
8	7	50.1628
8	8	41.2215
8	9	49.8124
8	10	49.5941
8	11	50.1628
9	0	0
9	1	0
9	2	0
9	3	0
9	4	0
9	5	0
9	6	0
9	7	0
9	8	0
9	9	0
9	10	0
9	11	0
10	0	0
10	1	0
10	2	0
10	3	0
10	4	60.8971
10	5	58.5907
10	6	41.2348
10	7	26.2355
10	8	60.8971
10	9	58.5907
10	10	41.2348
10	11	26.2355
11	0	0
11	1	0
11	2	0
11	3	0
11	4	37.4367
11	5	54.34
11	6	90.937
11	7	0
11	8	37.4367
11	9	54.34
11	10	90.937
11	11	0
12	0	0
12	1	0
12	2	0
12	3	0
12	4	72.7582
12	5	73.4413
12	6	258.972
12	7	0
12	8	72.7582
12	9	73.4413
12	10	0
12	11	0
13	0	0
13	1	0
13	2	0
13	3	0
13	4	0
13	5	0
13	6	0
13	7	0
13	8	0
13	9	0
13	10	0
13	11	0
14	0	0
14	1	0
14	2	0
14	3	0
14	4	11.7248
14	5	17.3218
14	6	20.9996
14	7	23.5318
14	8	11.7248
14	9	17.3218
14	10	20.9996
14	11	23.5318
15	0	0
15	1	0
15	2	0
15	3	0
15	4	12.3255
15	5	16.5229
15	6	15.0778
15	7	19.1335
15	8	12.3255
15	9	16.5229
15	10	15.0778
15	11	19.1335
16	0	0
16	1	0
16	2	0
16	3	0
16	4	60.0079
16	5	46.7939
16	6	45.5599
16	7	14.0592
16	8	60.0079
16	9	46.7939
16	10	45.5599
16	11	14.0592
17	0	0
17	1	0
17	2	0
17	3	0
17	4	34.974
17	5	18.6778
17	6	27.8077
17	7	37.2342
17	8	34.974
17	9	18.6778
17	10	27.8077
17	11	37.2342
18	0	0
18	1	0
18	2	0
18	3	0
18	4	0
18	5	0
18	6	0
18	7	0
18	8	0
18	9	0
18	10	0
18	11	0
19	0	0
19	1	0
19	2	0
19	3	0
19	4	58.8312
19	5	56.0678
19	6	35.5321
19	7	16.1041
19	8	58.8312
19	9	56.0678
19	10	35.5321
19	11	16.1041
20	0	0
20	1	0
20	2	0
20	3	0
20	4	44.1161
20	5	52.4366
20	6	52.2294
20	7	57.9537
20	8	44.1161
20	9	52.4366
20	10	52.2294
20	11	57.9537
21	0	0
21	1	0
21	2	0
21	3	0
21	4	0
21	5	49.4403
21	6	0
21	7	52.195
21	8	0
21	9	49.4403
21	10	0
21	11	52.195
22	0	0
22	1	0
22	2	0
22	3	0
22	4	54.4918
22	5	50.1541
22	6	61.9522
22	7	60.049
22	8	54.4918
22	9	50.1541
22	10	61.9522
22	11	60.049
23	0	0
23	1	0
23	2	0
23	3	0
23	4	40.3442
23	5	44.7344
23	6	47.7723
23	7	50.3277
23	8	40.3442
23	9	44.7344
23	10	47.7723
23	11	50.3277
24	0	0
24	1	0
24	2	0
24	3	0
24	4	51.3463
24	5	52.8868
24	6	36.3083
24	7	12.7801
24	8	51.3463
24	9	52.8868
24	10	36.3083
24	11	12.7801
25	0	0
25	1	0
25	2	0
25	3	0
25	4	52.1555
25	5	55.4052
25	6	56.2052
25	7	55.2573
25	8	52.1555
25	9	55.4052
25	10	56.2052
25	11	55.2573
26	0	0
26	1	0
26	2	0
26	3	0
26	4	43.9839
26	5	48.973
26	6	46.4502
26	7	47.7449
26	8	43.9839
26	9	48.973
26	10	46.4502
26	11	47.7449
27	0	0
27	1	0
27	2	0
27	3	0
27	4	0
27	5	43.4292
27	6	48.5244
27	7	57.7187
27	8	0
27	9	43.4292
27	10	48.5244
27	11	57.7187
