DetNum	FrontCh	BackCh	min	max
15	0	1	-0.347	 0.007
15	0	2	 0.047	 0.393
15	0	3	 0.413	 0.760
15	1	0	-0.767	-0.413
15	1	1	-0.387	-0.067
15	1	2	-0.020	 0.320
15	1	3	 0.360	 0.680
15	2	0	-0.760	-0.380
15	2	1	-0.367	-0.027
15	2	2	 0.000	 0.353
15	2	3	 0.380	 0.733
15	3	0	-0.820	-0.473
15	3	1	-0.440	-0.080
15	3	2	-0.040	 0.293
15	3	3	 0.327	 0.693
16	0	0	-0.820	-0.460
16	0	1	-0.887	-0.020
16	0	2	 0.080	 0.360
16	0	3	 0.407	 0.760
16	1	0	-0.840	-0.433
16	1	1	-0.407	-0.060
16	1	2	 0.053	 0.353
16	1	3	 0.587	 0.707
16	2	0	-0.907	-0.500
16	2	1	-0.507	-0.107
16	2	2	-0.020	 0.220
16	2	3	 0.373	 0.747
16	3	0	-0.847	-0.420
16	3	1	-0.340	-0.047
16	3	2	-0.460	 0.373
16	3	3	 0.640	 0.760
17	0	0	-0.733	-0.393
17	0	1	-0.327	 0.033
17	0	2	 0.060	 0.440
17	0	3	 0.480	 0.773
17	1	0	-0.807	-0.447
17	1	1	-0.393	-0.027
17	1	2	 0.020	 0.407
17	1	3	 0.453	 0.847
17	2	0	-0.813	-0.433
17	2	1	-0.347	-0.047
17	2	2	 0.007	 0.393
17	2	3	 0.420	 0.780
17	3	0	-0.893	-0.487
17	3	1	-0.433	-0.073
17	3	2	-0.033	 0.353
17	3	3	 0.393	 0.780
18	0	0	-1.000	-0.500
18	0	1	-0.500	0.000
18	0	2	0.000	0.500
18	0	3	0.500	1.000
18	1	0	-1.000	-0.500
18	1	1	-0.500	0.000
18	1	2	0.000	0.500
18	1	3	0.500	1.000
18	2	0	-1.000	-0.500
18	2	1	-0.500	0.000
18	2	2	0.000	0.500
18	2	3	0.500	1.000
18	3	0	-1.000	-0.500
18	3	1	-0.500	0.000
18	3	2	0.000	0.500
18	3	3	0.500	1.000
19	0	0	-0.807	-0.453
19	0	1	-0.400	-0.013
19	0	2	 0.060	 0.433
19	0	3	 0.453	 0.827
19	1	0	-0.853	-0.467
19	1	1	-0.407	-0.040
19	1	2	 0.020	 0.373
19	1	3	 0.127	 0.760
19	2	0	-0.820	-0.427
19	2	1	-0.407	-0.020
19	2	2	 0.013	 0.393
19	2	3	 0.227	 0.807
19	3	0	-0.907	-0.547
19	3	1	-0.487	-0.093
19	3	2	-0.053	 0.340
19	3	3	 0.073	 0.753
20	0	0	-0.840	-0.467
20	0	1	-0.440	-0.047
20	0	2	 0.033	 0.367
20	0	3	 0.413	 0.780
20	1	0	-0.833	-0.453
20	1	1	-0.380	 0.007
20	1	2	 0.067	 0.433
20	1	3	 0.473	 0.847
20	2	0	-0.820	-0.473
20	2	1	-0.400	-0.060
20	2	2	-0.007	 0.367
20	2	3	 0.420	 0.773
20	3	0	-0.827	-0.473
20	3	1	-0.420	-0.053
20	3	2	 0.000	 0.347
20	3	3	 0.400	 0.773
21	0	0	-1.000	-0.500
21	0	1	-0.500	0.000
21	0	2	0.000	0.500
21	0	3	0.500	1.000
21	1	0	-0.807	-0.447
21	1	1	-0.453	-0.040
21	1	2	-0.027	 0.360
21	1	3	 0.413	 0.780
21	2	0	-1.000	-0.500
21	2	1	-0.500	0.000
21	2	2	0.000	0.500
21	2	3	0.500	1.000
21	3	0	-0.880	-0.527
21	3	1	-0.547	-0.080
21	3	2	-0.060	 0.333
21	3	3	 0.347	 0.760
22	0	0	-0.813	-0.447
22	0	1	-0.420	-0.053
22	0	2	-0.013	 0.367
22	0	3	 0.413	 0.787
22	1	0	-0.753	-0.507
22	1	1	-0.440	-0.053
22	1	2	-0.040	 0.367
22	1	3	 0.400	 0.773
22	2	0	-0.913	-0.540
22	2	1	-0.513	-0.113
22	2	2	-0.087	 0.340
22	2	3	 0.347	 0.747
22	3	0	-0.827	-0.487
22	3	1	-0.420	-0.013
22	3	2	 0.000	 0.340
22	3	3	 0.393	 0.800
23	0	0	-0.753	-0.440
23	0	1	-0.387	-0.020
23	0	2	 0.073	 0.447
23	0	3	 0.460	 0.860
23	1	0	-0.787	-0.460
23	1	1	-0.407	-0.033
23	1	2	-0.013	 0.407
23	1	3	 0.500	 0.733
23	2	0	-0.827	-0.467
23	2	1	-0.447	-0.027
23	2	2	 0.000	 0.360
23	2	3	 0.400	 0.787
23	3	0	-0.880	-0.533
23	3	1	-0.413	-0.087
23	3	2	-0.047	 0.333
23	3	3	 0.380	 0.767
24	0	0	-0.847	-0.453
24	0	1	-0.433	-0.060
24	0	2	-0.027	 0.373
24	0	3	 0.413	 0.780
24	1	0	-0.840	-0.467
24	1	1	-0.440	-0.047
24	1	2	-0.033	 0.380
24	1	3	 0.407	 0.773
24	2	0	-0.887	-0.553
24	2	1	-0.493	-0.093
24	2	2	-0.047	 0.320
24	2	3	 0.367	 0.760
24	3	0	-0.767	-0.467
24	3	1	-0.427	-0.033
24	3	2	 0.020	 0.360
24	3	3	 0.420	 0.780
25	0	0	-0.793	-0.400
25	0	1	-0.367	 0.027
25	0	2	 0.040	 0.440
25	0	3	 0.467	 0.853
25	1	0	-0.840	-0.440
25	1	1	-0.427	-0.067
25	1	2	-0.020	 0.393
25	1	3	 0.427	 0.780
25	2	0	-0.827	-0.480
25	2	1	-0.447	-0.053
25	2	2	 0.007	 0.353
25	2	3	 0.413	 0.780
25	3	0	-0.860	-0.513
25	3	1	-0.467	-0.100
25	3	2	-0.053	 0.360
25	3	3	 0.380	 0.780
26	0	0	-0.847	-0.447
26	0	1	-0.453	-0.033
26	0	2	 0.000	 0.373
26	0	3	0.500	1.000
26	1	0	-0.807	-0.400
26	1	1	-0.373	-0.000
26	1	2	 0.060	 0.400
26	1	3	0.500	1.000
26	2	0	-0.807	-0.440
26	2	1	-0.400	-0.040
26	2	2	 0.033	 0.387
26	2	3	0.500	1.000
26	3	0	-0.807	-0.447
26	3	1	-0.387	-0.060
26	3	2	 0.007	 0.380
26	3	3	0.500	1.000
27	0	0	-1.000	-0.500
27	0	1	-0.500	0.000
27	0	2	0.000	0.500
27	0	3	0.500	1.000
27	1	0	-0.833	-0.487
27	1	1	-0.413	-0.087
27	1	2	 0.020	 0.367
27	1	3	 0.393	 0.787
27	2	0	-0.780	-0.447
27	2	1	-0.380	-0.047
27	2	2	-0.013	 0.373
27	2	3	 0.427	 0.773
27	3	0	-0.847	-0.553
27	3	1	-0.453	-0.100
27	3	2	-0.053	 0.340
27	3	3	 0.373	 0.680
