DetNum	FrontCh	Gain
4	0	1.00074
4	1	0.946244
4	2	1.01301
4	3	0.973325
4	4	0.975619
4	5	0.952867
4	6	0.984137
4	7	0.902343
4	8	0.949632
4	9	1.01995
4	10	0.913057
4	11	0.996923
5	0	1.00014
5	1	0.988568
5	2	1.03074
5	3	1.00216
5	4	1.01268
5	5	1.0232
5	6	1.02733
5	7	1.06458
5	8	1.05185
5	9	1.05175
5	10	1.06217
5	11	1.03242
6	0	0
6	1	0
6	2	0
6	3	0
6	4	0
6	5	0
6	6	0
6	7	0
6	8	0
6	9	0
6	10	0
6	11	0
7	0	0.999595
7	1	1.06265
7	2	1.07623
7	3	1.09202
7	4	1.08732
7	5	1.05637
7	6	1.04185
7	7	1.05246
7	8	1.12655
7	9	1.06799
7	10	1.05651
7	11	1.04998
8	0	1.00016
8	1	0.986603
8	2	0.900861
8	3	0.974306
8	4	0.906357
8	5	0.934506
8	6	0.923696
8	7	0.886783
8	8	0.905468
8	9	0.963493
8	10	0.970775
8	11	0.990912
9	0	0
9	1	0
9	2	0
9	3	0
9	4	0
9	5	0
9	6	0
9	7	0
9	8	0
9	9	0
9	10	0
9	11	0
10	0	1.00683
10	1	0.936183
10	2	0.942242
10	3	0.915998
10	4	0.930594
10	5	0.94896
10	6	0.979242
10	7	0.9072
10	8	0.928303
10	9	0.916679
10	10	0.92874
10	11	0.9355
11	0	1.00762
11	1	0
11	2	0
11	3	0
11	4	0.965015
11	5	0.967631
11	6	0.96509
11	7	0
11	8	1.05353
11	9	1.0578
11	10	1.0804
11	11	0
12	0	0.99984
12	1	0.913894
12	2	0.960011
12	3	0.97654
12	4	0.915747
12	5	0.96632
12	6	0.984459
12	7	0
12	8	0.95803
12	9	0.962784
12	10	0
12	11	0
13	0	0
13	1	0
13	2	0
13	3	0
13	4	0
13	5	0
13	6	0
13	7	0
13	8	0
13	9	0
13	10	0
13	11	0
14	0	0.999328
14	1	0.945268
14	2	0.926263
14	3	0.943197
14	4	0.886494
14	5	0.932533
14	6	0.900922
14	7	0.964695
14	8	0.916603
14	9	0.950004
14	10	0.975139
14	11	0.940027
15	0	0.999562
15	1	0.982359
15	2	0.925535
15	3	0.976034
15	4	0.951797
15	5	0.97758
15	6	0.932623
15	7	0.976757
15	8	0.946961
15	9	0.923929
15	10	0.984766
15	11	0.946427
16	0	1.00921
16	1	1.06385
16	2	1.08617
16	3	1.05099
16	4	1.14306
16	5	1.08025
16	6	1.14341
16	7	1.1074
16	8	1.0271
16	9	1.09829
16	10	1.02988
16	11	1.10275
17	0	0.999783
17	1	0.963063
17	2	0.938996
17	3	1.50611
17	4	1.03763
17	5	1.02733
17	6	0.991305
17	7	1.13099
17	8	1.08375
17	9	1.12243
17	10	1.08927
17	11	1.05832
18	0	0
18	1	0
18	2	0
18	3	0
18	4	0
18	5	0
18	6	0
18	7	0
18	8	0
18	9	0
18	10	0
18	11	0
19	0	1.00865
19	1	0.982525
19	2	0.993465
19	3	0.970106
19	4	1.03556
19	5	1.00379
19	6	0.938573
19	7	1.00346
19	8	1.07126
19	9	1.01156
19	10	0.990981
19	11	0.962573
20	0	1.00076
20	1	0.973344
20	2	0.922873
20	3	0.920777
20	4	0.985876
20	5	0.96488
20	6	0.96406
20	7	0.981761
20	8	0.90996
20	9	1.03159
20	10	0.993992
20	11	0.965828
21	0	0.999542
21	1	0.952696
21	2	0.919686
21	3	0.924559
21	4	0
21	5	0.943287
21	6	0
21	7	0.994773
21	8	0
21	9	0.990389
21	10	0
21	11	0.935763
22	0	1.00012
22	1	0.978831
22	2	0.997062
22	3	0.985101
22	4	1.02503
22	5	0.969369
22	6	1.02412
22	7	0.997969
22	8	0.983112
22	9	0.931886
22	10	0.970467
22	11	0.985334
23	0	0.998427
23	1	0.952318
23	2	0.950473
23	3	0.95381
23	4	0.955239
23	5	0.981881
23	6	0.937175
23	7	1.01271
23	8	0.960447
23	9	0.96892
23	10	0.983834
23	11	1.00078
24	0	1.00195
24	1	1.04427
24	2	1.01291
24	3	1.05477
24	4	1.01239
24	5	1.0518
24	6	1.08411
24	7	1.01169
24	8	0.979095
24	9	1.00255
24	10	1.0401
24	11	1.00502
25	0	0.999111
25	1	0.983305
25	2	1.06503
25	3	0.999322
25	4	0.994221
25	5	0.986806
25	6	1.01321
25	7	1.11404
25	8	1.05042
25	9	1.01942
25	10	1.08017
25	11	1.00518
26	0	1.00022
26	1	0.995884
26	2	1.00804
26	3	0
26	4	1.01294
26	5	0.983347
26	6	0.991694
26	7	1.01858
26	8	1.05307
26	9	1.08151
26	10	1.05749
26	11	1.07651
27	0	0.998174
27	1	1.00523
27	2	0.977861
27	3	0.99546
27	4	0
27	5	1.02685
27	6	1.01
27	7	1.07351
27	8	0
27	9	1.01166
27	10	0.962978
27	11	1.00385
