4	0	0	-0.3775	-0.04
4	0	1	-0.7425	-0.415
4	0	2	0.3625	0.685
4	0	3	-0.02	0.325
4	1	0	-0.37	-0.045
4	1	1	-0.74	-0.4025
4	1	2	0.37	0.6775
4	1	3	-1.02479e-14	0.325
4	2	0	-0.4325	-0.0875
4	2	1	-0.81	-0.45
4	2	2	0.355	0.6675
4	2	3	-0.05	0.295
4	3	0	-0.35	-0.005
4	3	1	-0.72	-0.38
4	3	2	0.39	0.693
4	3	3	0.02	0.3575
5	0	0	-0.385	0.0325
5	0	1	-0.795	-0.4
5	0	2	0.4375	0.745
5	0	3	0.0275	0.4175
5	1	0	-0.405	-0.0475
5	1	1	-0.83	-0.4375
5	1	2	0.4025	0.715
5	1	3	-0.0075	0.355
5	2	0	-0.4325	-0.0375
5	2	1	-0.8425	-0.4625
5	2	2	0.3775	0.68
5	2	3	-0.0225	0.3575
5	3	0	-0.48	-0.0725
5	3	1	-0.8625	-0.4975
5	3	2	0.35	0.695
5	3	3	-0.045	0.3225
6	0	0	-0.3875	-0.02
6	0	1	-0.7775	-0.4075
6	0	2	0.3975	0.74
6	0	3	0.03	0.3475
6	1	0	-0.415	-0.025
6	1	1	-0.8	-0.42
6	1	2	0.3525	0.735
6	1	3	-0.01	0.3575
6	2	0	-0.4575	-0.08
6	2	1	-0.8775	-0.4825
6	2	2	0.38	0.7375
6	2	3	-0.04	0.35
6	3	0	-0.395	-0.005
6	3	1	-0.795	-0.415
6	3	2	0.4275	0.79
6	3	3	0.0225	0.3925
7	0	0	-0.424	-0.014
7	0	1	-0.7125	-0.325
7	0	2	0.4425	0.79
7	0	3	0.076	0.423
7	1	0	-0.45	-0.067
7	1	1	-0.85	-0.3975
7	1	2	0.28	0.76
7	1	3	0.03	0.38
7	2	0	-0.44	-0.08
7	2	1	-0.7225	-0.35
7	2	2	0.35	0.7425
7	2	3	-0.01	0.365
7	3	0	-0.49	-0.10
7	3	1	-0.79	-0.39
7	3	2	0.34	0.74
7	3	3	-0.04	0.34
8	0	0	-0.38	-0.0225
8	0	1	-0.8025	-0.4225
8	0	2	0.44	0.755
8	0	3	0.0275	0.395
8	1	0	-0.35	0.025
8	1	1	-0.79	-0.395
8	1	2	0.505	0.84
8	1	3	0.06	0.445
8	2	0	-0.3775	-0.0175
8	2	1	-0.78	-0.4225
8	2	2	0.4375	0.78
8	2	3	0.0375	0.3725
8	3	0	-0.3675	-0.0025
8	3	1	-0.8025	-0.4075
8	3	2	0.43	0.7775
8	3	3	0.0325	0.38
9	0	0	-0.41	-0.005
9	0	1	-0.79	-0.4225
9	0	2	0.49	0.86
9	0	3	0.025	0.38
9	1	0	-0.4425	-0.0675
9	1	1	-0.755	-0.425
9	1	2	0.3875	0.7375
9	1	3	0.0125	0.3275
9	2	0	-0.4025	-0.01
9	2	1	-0.8	-0.4
9	2	2	0.285	0.7125
9	2	3	0.0375	0.3425
9	3	0	-0.435	-0.1125
9	3	1	-0.8775	-0.4625
9	3	2	0.38	0.7525
9	3	3	-0.0625	0.31
10	0	0	-0.405	-0.025
10	0	1	-0.795	-0.4225
10	0	2	0.375	0.725
10	0	3	-1.02479e-14	0.35
10	1	0	-0.3925	-0.0275
10	1	1	-0.81	-0.425
10	1	2	0.4	0.7075
10	1	3	-0.0025	0.3575
10	2	0	-0.4625	-0.0725
10	2	1	-0.87	-0.4775
10	2	2	0.4	0.755
10	2	3	-0.0225	0.35
10	3	0	-0.4075	-0.015
10	3	1	-0.8075	-0.4325
10	3	2	0.4225	0.785
10	3	3	-1.02479e-14	0.38
11	0	0	0	0
11	0	1	-0.67	-0.3375
11	0	2	0	0
11	0	3	0	0
11	1	0	0	0
11	1	1	-0.7025	-0.3625
11	1	2	0	0
11	1	3	0	0
11	2	0	0	0
11	2	1	-0.6525	-0.3475
11	2	2	0	0
11	2	3	0	0
11	3	0	0	0
11	3	1	-0.7675	-0.4725
11	3	2	0	0
11	3	3	0	0
12	0	0	-0.3825	-0.0425
12	0	1	-0.73	-0.3725
12	0	2	0.275	0.59
12	0	3	-0.015	0.25
12	1	0	-0.3625	-0.0325
12	1	1	-0.7	-0.385
12	1	2	0.345	0.6425
12	1	3	-0.03	0.3025
12	2	0	-0.4275	-0.0575
12	2	1	-0.765	-0.4225
12	2	2	0.315	0.615
12	2	3	-0.055	0.275
12	3	0	-0.375	-0.0375
12	3	1	-0.7275	-0.3775
12	3	2	0.3375	0.6075
12	3	3	-0.03	0.315
13	0	0	-0.41	-0.0525
13	0	1	-0.7325	-0.375
13	0	2	0.3675	0.715
13	0	3	-0.0175	0.3475
13	1	0	-0.4325	-0.0875
13	1	1	-0.775	-0.43
13	1	2	0.3475	0.63
13	1	3	-0.07	0.2925
13	2	0	-0.45	-0.1075
13	2	1	-0.7625	-0.43
13	2	2	0.3075	0.715
13	2	3	-0.0575	0.2725
13	3	0	-0.46	-0.115
13	3	1	-0.8	-0.4425
13	3	2	0.305	0.7025
13	3	3	-0.0875	0.26
14	0	0	-0.415	-0.0675
14	0	1	-0.765	-0.4275
14	0	2	0.3325	0.695
14	0	3	-0.0475	0.3125
14	1	0	-0.3875	-0.02
14	1	1	-0.7575	-0.3825
14	1	2	0.405	0.74
14	1	3	-0.005	0.3575
14	2	0	-0.41	-0.055
14	2	1	-0.76	-0.415
14	2	2	0.345	0.6925
14	2	3	-0.03	0.3225
14	3	0	-0.395	-0.045
14	3	1	-0.7625	-0.4075
14	3	2	0.3525	0.715
14	3	3	-0.04	0.3275
15	0	0	-0.3675	-0.0125
15	0	1	-0.73	-0.385
15	0	2	0.4025	0.765
15	0	3	0.02	0.3825
15	1	0	-0.3975	-0.055
15	1	1	-0.7775	-0.4125
15	1	2	0.36	0.695
15	1	3	-0.025	0.3225
15	2	0	-0.405	-0.055
15	2	1	-0.7625	-0.41
15	2	2	0.3575	0.6875
15	2	3	-0.005	0.2975
15	3	0	-0.465	-0.14
15	3	1	-0.8475	-0.475
15	3	2	0.3175	0.7025
15	3	3	-0.0725	0.285
16	0	0	-0.8025	-0.42
16	0	1	-0.3925	-0.0075
16	0	2	0.025	0.3725
16	0	3	0.41	0.7325
16	1	0	-0.8	-0.4125
16	1	1	-0.3775	0.005
16	1	2	0.0575	0.3525
16	1	3	0.405	0.7275
16	2	0	-0.845	-0.4625
16	2	1	-0.4025	-0.0425
16	2	2	-0.015	0.3625
16	2	3	0.385	0.7325
16	3	0	-0.8325	-0.435
16	3	1	-0.38	-0.01
16	3	2	0.01	0.3775
16	3	3	0.4125	0.7525
17	0	0	-0.3775	0.005
17	0	1	-0.8075	-0.41
17	0	2	0.4575	0.8275
17	0	3	0.0525	0.4175
17	1	0	-0.425	-0.0375
17	1	1	-0.845	-0.4475
17	1	2	0.4025	0.775
17	1	3	-0.0025	0.3675
17	2	0	-0.43	-0.035
17	2	1	-0.85	-0.4625
17	2	2	0.405	0.7675
17	2	3	-0.0075	0.385
17	3	0	-0.47	-0.0775
17	3	1	-0.9175	-0.52
17	3	2	0.38	0.74
17	3	3	-0.045	0.34
18	0	0	-0.405	-0.0375
18	0	1	-0.86	-0.4575
18	0	2	0.4075	0.775
18	0	3	0	0
18	1	0	-0.4125	-0.025
18	1	1	-0.835	-0.45
18	1	2	0.3975	0.7675
18	1	3	0	0
18	2	0	-0.465	-0.065
18	2	1	-0.9025	-0.505
18	2	2	0.38	0.765
18	2	3	0	0
18	3	0	-0.415	-0.0225
18	3	1	-0.845	-0.4575
18	3	2	0.4075	0.77
18	3	3	0	0
19	0	0	-0.7375	-0.36
19	0	1	-0.3425	0.045
19	0	2	0.2225	0.5525
19	0	3	0.165	0.7025
19	1	0	-0.77	-0.3975
19	1	1	-0.3925	-0.005
19	1	2	0.1925	0.5
19	1	3	-0.665	0.67
19	2	0	-0.76	-0.3925
19	2	1	-0.3675	0.0025
19	2	2	0.185	0.4925
19	2	3	0.04	0.6925
19	3	0	-0.8375	-0.445
19	3	1	-0.43	-0.0275
19	3	2	0.1325	0.4475
19	3	3	-0.0025	0.68
20	0	0	-0.8275	-0.45
20	0	1	-0.4275	-0.0425
20	0	2	0.01	0.3625
20	0	3	0.3875	0.75
20	1	0	-0.83	-0.4125
20	1	1	-0.38	0.015
20	1	2	0.04	0.4325
20	1	3	0.4775	0.8375
20	2	0	-0.7975	-0.4425
20	2	1	-0.41	-0.0375
20	2	2	-0.015	0.36
20	2	3	0.41	0.7575
20	3	0	-0.7775	-0.435
20	3	1	-0.415	-0.02
20	3	2	0.0125	0.375
20	3	3	0.405	0.7525
21	0	0	-0.8075	-0.4075
21	0	1	-0.4025	0.0025
21	0	2	0.01	0.4175
21	0	3	0.435	0.815
21	1	0	-0.85	-0.4525
21	1	1	-0.4575	-0.0775
21	1	2	-0.0325	0.3325
21	1	3	0.365	0.7425
21	2	0	-0.815	-0.4275
21	2	1	-0.435	-0.0525
21	2	2	-0.0275	0.345
21	2	3	0.3975	0.755
21	3	0	-0.9075	-0.5125
21	3	1	-0.4975	-0.085
21	3	2	-0.0675	0.315
21	3	3	0.355	0.7325
22	0	0	-0.7875	-0.43
22	0	1	-0.3925	1.02479e-14
22	0	2	0.0425	0.4025
22	0	3	0.4375	0.7825
22	1	0	-0.8	-0.425
22	1	1	-0.375	-0.0075
22	1	2	0.045	0.405
22	1	3	0.4375	0.7625
22	2	0	0	0
22	2	1	0	0
22	2	2	0	0
22	2	3	0	0
22	3	0	0	0
22	3	1	0	0
22	3	2	0	0
22	3	3	0	0
23	0	0	-0.4275	-0.015
23	0	1	-0.81	-0.415
23	0	2	0.43	0.8225
23	0	3	0.0025	0.4075
23	1	0	-0.4625	-0.0675
23	1	1	-0.81	-0.44
23	1	2	0.3525	0.735
23	1	3	-0.065	0.3225
23	2	0	-0.46	-0.0575
23	2	1	-0.7825	-0.425
23	2	2	0.375	0.7725
23	2	3	-0.0625	0.3425
23	3	0	-0.4625	-0.0675
23	3	1	-0.8175	-0.46
23	3	2	0.3425	0.7875
23	3	3	-0.095	0.3325
24	0	0	0	0
24	0	1	-0.7825	-0.415
24	0	2	0.4	0.7425
24	0	3	0	0
24	1	0	0	0
24	1	1	-0.8025	-0.4325
24	1	2	0.3975	0.7375
24	1	3	0	0
24	2	0	0	0
24	2	1	-0.875	-0.4775
24	2	2	0.375	0.74
24	2	3	0	0
24	3	0	0	0
24	3	1	-0.8225	-0.425
24	3	2	0.405	0.78
24	3	3	0	0
25	0	0	-0.7725	-0.4275
25	0	1	-0.405	-0.01
25	0	2	-0.0025	0.4
25	0	3	0.42	0.7925
25	1	0	-0.81	-0.43
25	1	1	-0.4425	-0.0625
25	1	2	-0.06	0.3375
25	1	3	0.3625	0.74
25	2	0	0	0
25	2	1	0	0
25	2	2	0	0
25	2	3	0	0
25	3	0	-0.8925	-0.495
25	3	1	-0.4925	-0.0925
25	3	2	-0.095	0.32
25	3	3	0.32	0.72
26	0	0	-0.8125	-0.4425
26	0	1	0	0
26	0	2	0	0
26	0	3	0	0
26	1	0	-0.7675	-0.415
26	1	1	0	0
26	1	2	0	0
26	1	3	0	0
26	2	0	-0.7925	-0.4325
26	2	1	0	0
26	2	2	0	0
26	2	3	0	0
26	3	0	-0.7675	-0.42
26	3	1	0	0
26	3	2	0	0
26	3	3	0	0
27	0	0	-0.81	-0.425
27	0	1	-0.38	0.0075
27	0	2	0	0
27	0	3	0	0
27	1	0	-0.8425	-0.465
27	1	1	-0.4375	-0.04
27	1	2	0	0
27	1	3	0	0
27	2	0	-0.75	-0.3775
27	2	1	-0.3475	0.01
27	2	2	0	0
27	2	3	0	0
27	3	0	-0.7925	-0.4475
27	3	1	-0.385	-0.0075
27	3	2	0	0
27	3	3	0	0
