/////////////////////////////////////////////////////////////////////////////////////////////////////
1	3	0	8.26315e-09	0.000632595	-0.308991	485.372
1	3	1	7.79153e-09	0.00058746	-0.339234	573.102
1	3	2	7.72736e-09	0.0005951	-0.314102	524.245
1	3	3	8.63801e-09	0.000636923	-0.311081	485.219
1	3	4	8.36565e-09	0.000612006	-0.404646	655.31
1	3	5	8.31125e-09	0.000606955	-0.330954	541.258
1	3	6	8.63784e-09	0.000627213	-0.366094	579.067
1	3	7	8.10489e-09	0.000612864	-0.318734	516.545
1	3	8	7.63274e-09	0.000586213	-0.34402	582.434
1	3	9	9.13989e-09	0.000640599	-0.405663	627.635
1	3	10	8.30223e-09	0.000615351	-0.328986	530.829
1	3	11	7.6706e-09	0.000596159	-0.378437	629.689
1	3	12	9.19353e-09	0.00065792	-0.367692	554.572
1	3	13	7.47679e-09	0.00057372	-0.403691	697.301
1	3	14	7.76747e-09	0.00059179	-0.325804	546.619
1	3	15	8.04695e-09	0.000604136	-0.42304	693.826
1	4	0	8.16241e-09	0.000613876	-0.330885	535.201
1	4	1	9.09757e-09	0.000650453	-0.288911	441.442
1	4	2	7.43827e-09	0.00058648	-0.312821	529.826
1	4	3	8.36769e-09	0.000622786	-0.379559	604.543
1	4	4	9.23321e-09	0.000654824	-0.337035	511.014
1	4	5	8.33673e-09	0.000619187	-0.29999	481.371
1	4	6	8.15481e-09	0.000598622	-0.406393	672.716
1	4	7	8.73551e-09	0.000635969	-0.314692	491.505
1	4	8	8.34367e-09	0.00061601	-0.357307	575.547
1	4	9	8.07295e-09	0.000606926	-0.303135	496.185
1	4	10	8.56393e-09	0.000620228	-0.38048	608.341
1	4	11	8.45601e-09	0.000630704	-0.327956	516.409
1	4	12	7.36446e-09	0.00057958	-0.373044	638.467
1	4	13	9.78927e-09	0.000669159	-0.388679	575.994
1	4	14	9.55076e-09	0.000658617	-0.38816	584.404
1	4	15	7.70791e-09	0.000594793	-0.318489	531.796
1	7	0	8.13783e-09	0.00061069	-0.337293	548.309
1	7	1	7.02361e-09	0.000565622	-0.332855	584.237
1	7	2	7.78402e-09	0.000609208	-0.361813	589.466
1	7	3	8.63033e-09	0.000647033	-0.336397	516.351
1	7	4	7.5017e-09	0.000595455	-0.329049	548.807
1	7	5	7.63473e-09	0.000590707	-0.355081	596.512
1	7	6	9.21194e-09	0.000649197	-0.350868	536.383
1	7	7	7.33317e-09	0.000581239	-0.338711	578.518
1	7	8	7.90466e-09	0.000602297	-0.369662	608.889
1	7	9	8.96289e-09	0.000648368	-0.406442	621.53
1	7	10	7.18445e-09	0.000585678	-0.332946	564.57
1	7	11	7.32721e-09	0.000582843	-0.332385	566.251
1	7	13	8.24637e-09	0.000606669	-0.357828	585.17
1	7	14	7.76195e-09	0.000601127	-0.306219	506.1
1	7	15	8.61161e-09	0.000638895	-0.345262	536.524
1	8	0	7.48224e-09	0.000577618	-0.342151	587.871
1	8	1	8.8517e-09	0.000620926	-0.367416	586.814
1	8	3	9.18226e-09	0.000636448	-0.329347	513.67
1	8	4	8.54991e-09	0.000611193	-0.382682	620.732
1	8	5	7.91124e-09	0.000599796	-0.405598	670.3
1	8	6	8.35758e-09	0.000601741	-0.349296	575.87
1	8	7	7.90466e-09	0.000603592	-0.320269	526.969
1	8	8	7.92557e-09	0.000600557	-0.337326	557.585
1	8	9	8.59361e-09	0.000613294	-0.377053	609.592
1	8	10	8.67416e-09	0.000634992	-0.400641	625.593
1	8	11	8.64586e-09	0.000622629	-0.31349	500.021
1	8	12	8.13475e-09	0.000604085	-0.300808	494.662
1	8	13	8.41261e-09	0.000605253	-0.325047	533.093
1	8	14	8.57269e-09	0.000617346	-0.329506	529.847
1	8	15	7.26862e-09	0.0005722	-0.341456	592.286
2	3	0	8.99011e-09	0.000629612	-0.500275	785.76
2	3	1	9.23771e-09	0.000652199	-0.535123	811.171
2	3	2	9.15256e-09	0.000623301	-0.457494	726.241
2	3	3	8.18136e-09	0.000602639	-0.517669	849.213
2	3	4	9.13838e-09	0.000641406	-0.541029	833.604
2	3	5	8.1991e-09	0.00061073	-0.545244	882.323
2	3	6	8.82075e-09	0.000615624	-0.444439	714.616
2	3	7	9.76745e-09	0.000651042	-0.617483	935.329
2	3	8	8.99959e-09	0.000624832	-0.509162	805.532
2	3	9	9.21588e-09	0.000647303	-0.52994	809.362
2	3	10	9.38104e-09	0.000649118	-0.537235	817.968
2	3	11	8.50835e-09	0.00061377	-0.505847	814.958
2	3	12	8.38826e-09	0.00062118	-0.497224	791.982
2	3	13	8.61161e-09	0.000633533	-0.543312	847.82
2	3	14	9.47387e-09	0.000650861	-0.570237	865.23
2	3	15	9.03119e-09	0.000631596	-0.543993	850.945
2	4	1	8.20315e-09	0.000626327	-0.510963	807.272
2	4	2	7.80096e-09	0.000596637	-0.530132	878.444
2	4	4	8.42682e-09	0.00062775	-0.583395	918.029
2	4	5	8.04695e-09	0.000615367	-0.571183	917.198
