//////////////////////////////////////////////////////////////////////
1	3	0	-0.461922	0.000722529
1	3	1	-0.509328	0.000678953
1	3	2	-0.475112	0.000684156
1	3	3	-0.468625	0.000730171
1	3	4	-0.582286	0.000707893
1	3	5	-0.499406	0.000701108
1	3	6	-0.536727	0.000723358
1	3	7	-0.478943	0.000703795
1	3	8	-0.51273	0.000676369
1	3	9	-0.583273	0.000740815
1	3	10	-0.49307	0.00070831
1	3	11	-0.548066	0.000686337
1	3	12	-0.532939	0.000755536
1	3	13	-0.583911	0.000665014
1	3	14	-0.491797	0.000682279
1	3	15	-0.600962	0.000697999
1	4	0	-0.492524	0.000705313
1	4	1	-0.445967	0.000746396
1	4	2	-0.473103	0.000673717
1	4	3	-0.548489	0.000716731
1	4	4	-0.499868	0.00075239
1	4	5	-0.459463	0.00071151
1	4	6	-0.587741	0.000694238
1	4	7	-0.474697	0.000730384
1	4	8	-0.525936	0.000710039
1	4	9	-0.463531	0.000697956
1	4	10	-0.553948	0.00071646
1	4	11	-0.487974	0.000723435
1	4	12	-0.543474	0.000668171
1	4	13	-0.560038	0.000771294
1	4	14	-0.560871	0.000759908
1	4	15	-0.480151	0.000683867
1	7	0	-0.501469	0.000702614
1	7	1	-0.496931	0.000651037
1	7	2	-0.524251	0.000698363
1	7	3	-0.492882	0.00073958
1	7	4	-0.488098	0.000682509
1	7	5	-0.522491	0.000680365
1	7	6	-0.518008	0.000747687
1	7	7	-0.502872	0.000668504
1	7	8	-0.539427	0.000693987
1	7	9	-0.576533	0.000745512
1	7	10	-0.491179	0.000670613
1	7	11	-0.495119	0.000669808
1	7	13	-0.528704	0.000700706
1	7	14	-0.464269	0.00068972
1	7	15	-0.506152	0.000732456
1	8	0	-0.511835	0.00066714
1	8	1	-0.543812	0.000719735
1	8	3	-0.499583	0.000736008
1	8	4	-0.5615	0.000708761
1	8	5	-0.581412	0.000692588
1	8	6	-0.524481	0.000697716
1	8	7	-0.482576	0.000693987
1	8	8	-0.503771	0.000691936
1	8	9	-0.554502	0.00071082
1	8	10	-0.572931	0.000731309
1	8	11	-0.47803	0.000717847
1	8	12	-0.464048	0.000696302
1	8	13	-0.495571	0.000700635
1	8	14	-0.497845	0.000712987
1	8	15	-0.509619	0.000660067
2	3	0	-0.694017	0.000731941
2	3	1	-0.727275	0.000755112
2	3	2	-0.652222	0.00072741
2	3	3	-0.713676	0.000700635
2	3	4	-0.738459	0.000745065
2	3	5	-0.741563	0.000708608
2	3	6	-0.634955	0.000716923
2	3	7	-0.832283	0.000761643
2	3	8	-0.707602	0.000728314
2	3	9	-0.723082	0.000750397
2	3	10	-0.732884	0.000753652
2	3	11	-0.700148	0.000713409
2	3	12	-0.684452	0.000718499
2	3	13	-0.734163	0.000732456
2	3	14	-0.772362	0.000757202
2	3	15	-0.744549	0.000735357
2	4	1	-0.692111	0.000720802
2	4	2	-0.722743	0.000691359
2	4	4	-0.777604	0.000725886
2	4	5	-0.76394	0.000711117
2	4	6	-0.714663	0.000675924
2	4	7	-0.769628	0.000746494
2	4	8	-0.728897	0.000750893
2	4	9	-0.676369	0.000703407
2	4	10	-0.754736	0.000739313
2	4	11	-0.757341	0.000708111
2	4	12	-0.780701	0.000690985
2	4	13	-0.81077	0.000791678
2	4	14	-0.76368	0.000740102
2	4	15	-0.786649	0.000683399
2	7	0	-0.443919	0.000724962
2	7	1	-0.484218	0.000766174
2	7	2	-0.407183	0.000677158
2	7	3	-0.531494	0.000704466
2	7	4	-0.472242	0.000748842
2	7	5	-0.530153	0.000732456
2	7	6	-0.527908	0.000716999
2	7	7	-0.529065	0.000755865
2	7	8	-0.459922	0.000719811
2	7	9	-0.542476	0.000719811
2	7	10	-0.553716	0.000727837
2	7	11	-0.455531	0.000676993
2	7	12	-0.523117	0.000752472
2	7	13	-0.455284	0.000736121
2	7	14	-0.551838	0.000763982
2	7	15	-0.457156	0.000655981
2	8	0	-0.420249	0.000620584
2	8	1	-0.436317	0.000629188
2	8	3	-0.467313	0.000618745
2	8	4	-0.466287	0.000645511
2	8	5	-0.460739	0.000631089
2	8	6	-0.449362	0.000633804
2	8	7	-0.48963	0.00065448
2	8	8	-0.467957	0.000604215
2	8	9	-0.510583	0.000614085
2	8	10	-0.495957	0.000650538
2	8	11	-0.454941	0.000641435
2	8	12	-0.549524	0.000641435
2	8	13	-0.539363	0.000677613
2	8	14	-0.461221	0.000669279
2	8	15	-0.416807	0.000609054
2	11	0	-0.409942	0.000690546
2	11	1	-0.527036	0.000789397
2	11	2	-0.47827	0.000699376
2	11	3	-0.513031	0.000767886
2	11	4	-0.463461	0.000707632
2	11	5	-0.463814	0.000749737
2	11	6	-0.48853	0.000665244
2	11	7	-0.507022	0.00070918
2	11	8	-0.495981	0.000695464
2	11	9	-0.522586	0.000740815
2	11	10	-0.497067	0.000685069
2	11	11	-0.484586	0.000695464
2	11	12	-0.504853	0.000704054
2	11	13	-0.494788	0.000759429
2	11	14	-0.439159	0.000704466
2	11	15	-0.441406	0.000714545
2	12	0	-0.473324	0.000633266
2	12	1	-0.511649	0.000639898
2	12	2	-0.460345	0.000623853
2	12	3	-0.513772	0.0006345
2	12	4	-0.432202	0.000605481
2	12	6	-0.534979	0.000671863
2	12	7	-0.513451	0.000689198
2	12	8	-0.574096	0.000731941
2	12	9	-0.529374	0.000715856
2	12	10	-0.519495	0.000694238
2	12	11	-0.513547	0.000697126
2	12	12	-0.477288	0.000694595
2	12	13	-0.514135	0.000731941
2	12	14	-0.549488	0.000704435
2	12	15	-0.515854	0.00068064
