2	0	-0.00963624	3.39031e-05
2	1	-0.00930683	3.36178e-05
2	2	-0.0103587	3.1968e-05
2	3	-0.00955173	3.42125e-05
2	4	-0.0103636	3.38047e-05
2	5	-0.0103599	3.45822e-05
2	6	-0.0100429	3.22619e-05
2	7	-0.0108868	3.75936e-05
2	8	-0.00962912	3.2669e-05
2	9	-0.00934377	3.35735e-05
2	10	-0.00998801	3.38786e-05
2	11	-0.00975186	3.48005e-05
2	12	-0.0100715	3.69587e-05
2	13	-0.00965672	3.40702e-05
2	14	-0.00978867	3.14535e-05
2	15	-0.00940784	3.40142e-05
2	16	-0.0104455	3.42373e-05
2	17	-0.0104406	3.78281e-05
2	18	-0.0107824	3.39951e-05
2	19	-0.0106251	3.30687e-05
2	20	-0.0109435	3.36018e-05
2	21	-0.00962325	3.15109e-05
2	22	-0.00994603	2.98529e-05
2	23	-0.00954512	3.48021e-05
2	24	-0.0100036	3.16682e-05
2	25	-0.00976232	3.35853e-05
2	26	-0.0108647	3.31505e-05
2	27	-0.00950838	3.40087e-05
2	28	-0.011005	3.5506e-05
2	29	-0.0104471	3.27961e-05
2	30	-0.00986809	3.35554e-05
2	31	-0.0096179	3.45386e-05
3	1	-0.00902999	3.19199e-05
3	2	-0.0101428	3.35601e-05
3	3	-0.00897649	3.55215e-05
3	4	-0.0105828	3.74927e-05
3	5	-0.0106124	3.24419e-05
3	6	-0.00961637	3.55882e-05
3	7	-0.00994289	3.34567e-05
3	8	-0.00994158	3.30158e-05
3	9	-0.00996074	3.37262e-05
3	10	-0.011307	3.67359e-05
3	11	-0.0107282	3.46125e-05
3	12	-0.0105584	3.19548e-05
3	13	-0.0112737	3.4204e-05
3	14	-0.00947998	3.28125e-05
3	15	-0.0110637	3.52693e-05
