2	0	-0.00970315	0.000223092
2	1	-0.00566892	0.000216586
2	2	-0.014641	0.000207111
2	3	-0.00927634	0.000210176
2	4	-0.0128158	0.000217253
2	5	-0.0135763	0.000223069
2	6	-0.0105782	0.000208007
2	7	-0.0166629	0.000235716
2	8	-0.0100761	0.000211098
2	9	-0.00794612	0.000212391
2	10	-0.011117	0.000217947
2	11	-0.00800638	0.000221344
2	12	-0.0116292	0.000235268
2	13	-0.00939116	0.000218939
2	14	-0.0102821	0.000203872
2	15	-0.00682546	0.000218939
2	16	-0.014052	0.00021962
2	17	-0.0138061	0.000241721
2	18	-0.0170745	0.000219231
2	19	-0.015413	0.000212391
2	20	-0.0188294	0.000220948
2	21	-0.0110595	0.000204475
2	22	-0.0214125	0.000199284
2	23	-0.00827838	0.000225903
2	24	-0.013833	0.000206222
2	25	-0.0106003	0.000221344
2	26	-0.0179077	0.000217253
2	27	-0.00890465	0.00021962
2	28	-0.0175481	0.000228142
2	29	-0.0145806	0.000211456
2	30	-0.0107452	0.000216586
2	31	-0.00939116	0.000218939
3	0	-0.0146377	0.000206843
3	1	-0.00735971	0.000207111
3	2	-0.0124481	0.000215616
3	3	-0.00673986	0.000231435
3	4	-0.0171442	0.000240895
3	5	-0.0170995	0.000209549
3	6	-0.00951512	0.000228465
3	7	-0.0132833	0.000216586
3	8	-0.012924	0.000212391
3	9	-0.0119569	0.000218939
3	10	-0.0217072	0.000236506
3	11	-0.0184343	0.000224132
3	12	-0.0170616	0.000206843
3	13	-0.0196539	0.000218939
3	14	-0.0096124	0.000211733
3	15	-0.0179714	0.000224848
